SalesKey,Gold,Units,DateKey,ShopKey,ItemKey,CustomerKey
25579,78.71543808361567,1.0,20240109,7,13,9
25580,474.6301207545636,12.0,20240109,7,14,1
25581,95.31247314525255,1.0,20240109,7,21,8
25582,15.417014762565495,1.0,20240109,7,24,10
25583,50.26718220364174,1.0,20240109,8,7,19
25584,46.07836530527693,1.0,20240109,8,8,17
25585,51.90267556707882,1.0,20240109,8,12,7
25586,15.062279200926072,1.0,20240109,8,15,16
25587,69.49936777780903,1.0,20240109,8,16,8
25588,29.091117880183653,1.0,20240109,8,19,20
25589,93.87480092121176,1.0,20240109,8,21,5
25590,213.62986984639667,1.0,20240110,1,3,15
25591,126.0055127687013,1.0,20240110,1,7,7
25592,282.9141740662652,1.0,20240110,1,7,9
25593,69.33371588012001,1.0,20240110,1,7,16
25594,924.4030775625453,3.0,20240110,1,11,1
25595,120.05816559612367,1.0,20240110,1,13,4
25596,144.42414460469405,1.0,20240110,1,19,4
25597,48.11939244206833,1.0,20240110,1,20,18
25598,23.850727212500374,1.0,20240110,1,22,16
25599,196.50358520166847,1.0,20240110,1,23,2
25600,17.74978247063115,1.0,20240110,1,24,14
25601,446.24660864965824,3.0,20240110,2,1,20
25602,273.11226578765337,1.0,20240110,2,3,17
25603,282.68377536646284,1.0,20240110,2,3,18
25604,93.788312027856,1.0,20240110,2,5,10
25605,250.07797928510783,2.0,20240110,2,6,6
25606,155.99204694951214,3.0,20240110,2,6,7
25607,414.1588801415752,3.0,20240110,2,9,1
25608,107.22129247001777,1.0,20240110,2,9,9
25609,18.82144518178775,1.0,20240110,2,13,11
25610,25.71528967346635,1.0,20240110,2,13,15
25611,193.83146305002396,1.0,20240110,2,18,3
25612,26.324990117961345,1.0,20240110,2,18,17
25613,440.7750245129042,2.0,20240110,3,1,11
25614,575.7903476712312,3.0,20240110,3,2,14
25615,39.94296974577159,1.0,20240110,3,10,11
25616,26.700229765626368,1.0,20240110,3,12,19
25617,692.4216081445885,2.0,20240110,3,15,1
25618,30.0662979111399,1.0,20240110,3,15,15
25619,81.29890952603215,1.0,20240110,3,16,5
25620,28.804160719483345,1.0,20240110,3,20,20
25621,48.97231327247485,1.0,20240110,3,21,6
25622,576.763325236801,2.0,20240110,4,1,12
25623,76.59384495800808,1.0,20240110,4,3,15
25624,1647.3727934716755,16.0,20240110,4,4,1
25625,540.9868135666982,3.0,20240110,4,4,4
25626,112.0105877576437,1.0,20240110,4,6,8
25627,75.74043274961468,1.0,20240110,4,9,9
25628,39.02540926837788,1.0,20240110,4,11,13
25629,21.704457855242715,1.0,20240110,4,12,16
25630,127.82033960327915,1.0,20240110,4,13,4
25631,122.06551515408023,1.0,20240110,4,16,2
25632,195.67190769987553,1.0,20240110,4,20,1
25633,30.283078633876233,1.0,20240110,4,21,10
25634,49.864292645522696,1.0,20240110,4,24,2
25635,454.7884769230062,2.0,20240110,5,6,3
25636,38.346500481365865,1.0,20240110,5,7,15
25637,42.55048455880355,1.0,20240110,5,11,18
25638,30.550102926598434,1.0,20240110,5,16,20
25639,78.23121703658732,1.0,20240110,5,17,3
25640,30.08924214587014,1.0,20240110,5,19,14
25641,83.42826370675601,1.0,20240110,6,4,15
25642,118.78954951366741,1.0,20240110,6,6,6
25643,54.08711121131472,2.0,20240110,6,9,13
25644,20.280438308873826,1.0,20240110,6,11,14
25645,31.12328999953383,1.0,20240110,6,20,18
25646,16.831647623026242,1.0,20240110,6,20,19
25647,16.732634752704588,1.0,20240110,6,24,7
25648,825.0088067511053,2.0,20240110,7,1,13
25649,544.1682928439674,3.0,20240110,7,3,5
25650,32.5986023646888,1.0,20240110,7,5,16
25651,54.75851302950891,1.0,20240110,7,9,18
25652,75.01893743495452,1.0,20240110,7,10,12
25653,291.82989452144983,4.0,20240110,7,15,3
25654,126.53033719265002,1.0,20240110,7,22,4
25655,160.45989678979515,1.0,20240110,8,2,16
25656,33.26574252400706,1.0,20240110,8,9,20
25657,43.11492671471441,1.0,20240110,8,11,14
25658,25.06324321858632,1.0,20240110,8,12,19
25659,52.14277106571394,1.0,20240110,8,13,9
25660,29.48349227327561,1.0,20240110,8,14,11
25661,15.164071681236715,1.0,20240110,8,20,16
25662,13.88688290718622,1.0,20240110,8,20,19
25663,38.63514985795216,1.0,20240110,8,21,17
25664,416.16642752970125,1.0,20240110,8,22,1
25665,14.47891973141134,1.0,20240110,8,24,17
25666,427.8236340679965,3.0,20240111,1,4,8
25667,148.11467276974224,1.0,20240111,1,5,8
25668,136.5597358613272,1.0,20240111,1,6,6
25669,37.07546120935681,1.0,20240111,1,18,10
25670,61.62862601132723,1.0,20240111,1,24,2
25671,3231.8075228615803,17.0,20240111,2,1,2
25672,155.15800263219913,1.0,20240111,2,7,18
25673,253.19577640329192,1.0,20240111,2,11,2
25674,121.82966661754708,1.0,20240111,2,12,13
25675,359.65703177210173,2.0,20240111,2,13,1
25676,71.80785918976987,1.0,20240111,2,13,6
25677,34.24303106946072,1.0,20240111,2,14,14
25678,545.8207182596738,2.0,20240111,2,15,1
25679,217.88197003521353,3.0,20240111,2,15,2
25680,22.850888709160913,1.0,20240111,2,16,11
25681,35.01698528651277,1.0,20240111,2,23,10
25682,134.11543031069388,1.0,20240111,3,6,20
25683,464.00782233652626,3.0,20240111,3,12,3
25684,144.63148896786512,1.0,20240111,3,20,4
25685,34.821609753869936,1.0,20240111,3,21,15
25686,169.1446887137949,1.0,20240111,3,24,1
25687,519.5800033155501,2.0,20240111,4,2,9
25688,45.40123070069305,1.0,20240111,4,5,15
25689,62.73899006389351,1.0,20240111,4,9,8
25690,47.47223985838,1.0,20240111,4,10,12
25691,41.753954236419254,1.0,20240111,4,15,13
25692,223.34324294924525,1.0,20240111,4,16,3
25693,18.113018142067073,1.0,20240111,4,16,20
25694,284.04577851901746,1.0,20240111,4,18,1
25695,64.47562189252257,1.0,20240111,4,21,5
25696,55.73145076443421,1.0,20240111,4,22,5
25697,1003.8876269749109,3.0,20240111,5,2,2
25698,412.48902484085073,2.0,20240111,5,2,7
25699,27.86722273727534,1.0,20240111,5,5,14
25700,123.99845080633972,1.0,20240111,5,8,8
25701,53.426576488825575,1.0,20240111,5,8,18
25702,306.57876855875736,2.0,20240111,5,10,3
25703,43.93881107755859,1.0,20240111,5,10,18
25704,420.91312942932757,1.0,20240111,5,14,1
25705,30.72538365369451,1.0,20240111,5,18,8
25706,20.694425934682386,1.0,20240111,5,19,20
25707,22.625540413267395,1.0,20240111,5,20,7
25708,40.07984675420686,1.0,20240111,5,20,8
25709,13.330277068388359,1.0,20240111,5,20,15
25710,9.306868512245925,1.0,20240111,5,20,16
25711,51.82223430260636,1.0,20240111,5,23,6
25712,202.10644553427264,1.0,20240111,6,2,18
25713,464.90891536897885,1.0,20240111,6,3,2
25714,45.39109358717237,1.0,20240111,6,5,11
25715,291.5247272362337,1.0,20240111,6,6,2
25716,53.28607236271502,1.0,20240111,6,6,12
25717,301.22875645011953,1.0,20240111,6,7,3
25718,19.854033236810825,1.0,20240111,6,13,10
25719,104.13529571678971,1.0,20240111,6,19,2
25720,18.373602763555887,1.0,20240111,6,19,17
25721,9.176857340256493,1.0,20240111,6,22,11
25722,167.04101527128853,1.0,20240111,7,5,8
25723,135.53969703989927,1.0,20240111,7,5,10
25724,87.84834191865838,1.0,20240111,7,8,12
25725,22.013542393692916,1.0,20240111,7,8,19
25726,92.26393949747843,1.0,20240111,7,10,6
25727,13.965936527903265,1.0,20240111,7,19,19
25728,122.01716261516317,4.0,20240111,7,20,4
25729,131.9357790435731,1.0,20240111,7,22,3
25730,48.20556709378601,1.0,20240111,7,22,9
25731,37.49677908142955,1.0,20240111,7,23,7
25732,78.56029286268338,1.0,20240111,7,24,3
25733,189.40864554039953,1.0,20240111,8,2,16
25734,217.7778315133105,1.0,20240111,8,6,2
25735,38.880206611871046,1.0,20240111,8,7,16
25736,43.0422453577272,1.0,20240111,8,8,16
25737,106.14994142630677,1.0,20240111,8,9,5
25738,49.57990930959799,1.0,20240111,8,9,10
25739,1745.901546012117,12.0,20240112,1,1,5
25740,62.65374251150252,1.0,20240112,1,14,17
25741,52.8226230700157,1.0,20240112,1,16,18
25742,33.768966107298816,1.0,20240112,1,18,19
25743,64.59747989521402,1.0,20240112,1,22,17
25744,318.4330777301512,1.0,20240112,2,1,16
25745,2185.8450246015586,8.0,20240112,2,2,2
25746,264.08692546307935,2.0,20240112,2,6,12
25747,141.95915397024154,1.0,20240112,2,6,14
25748,126.87758961645537,1.0,20240112,2,7,17
25749,130.32394633390655,1.0,20240112,2,13,8
25750,78.92191588852151,1.0,20240112,2,14,12
25751,25.33892276204859,1.0,20240112,2,24,14
25752,60.97987793920457,1.0,20240112,3,18,7
25753,528.455460867217,1.0,20240112,3,24,1
25754,46.076494465004004,1.0,20240112,3,24,5
25755,210.5026180773894,1.0,20240112,4,2,10
25756,321.1785119873289,5.0,20240112,4,4,12
25757,95.80030601267197,1.0,20240112,4,6,15
25758,487.0646284858295,1.0,20240112,4,8,3
25759,250.17942725967882,1.0,20240112,4,19,3
25760,191.9130258712599,1.0,20240112,4,19,4
25761,52.35667994864105,1.0,20240112,4,20,9
25762,15.139228904481444,1.0,20240112,4,24,18
25763,247.33314806084184,2.0,20240112,5,1,19
25764,95.49209255138825,2.0,20240112,5,3,16
25765,183.69576982871249,1.0,20240112,5,5,5
25766,111.02462341730597,1.0,20240112,5,8,13
25767,31.471556986109857,1.0,20240112,5,8,19
25768,51.74788970887951,1.0,20240112,5,12,14
25769,63.5187035883601,1.0,20240112,5,13,9
25770,32.48228815722324,1.0,20240112,5,13,10
25771,51.87068086394975,1.0,20240112,5,15,12
25772,263.7503265920564,1.0,20240112,5,16,3
25773,37.06059103120709,1.0,20240112,5,18,12
25774,22.99699659358391,1.0,20240112,5,22,11
25775,27.840993802384045,1.0,20240112,5,23,11
25776,115.44560971643125,1.0,20240112,6,8,12
25777,81.56751623027172,1.0,20240112,6,9,9
25778,176.90674156961813,1.0,20240112,6,14,2
25779,368.9957203304723,2.0,20240112,6,16,3
25780,37.917998354423695,1.0,20240112,6,19,12
25781,34.135525058751355,1.0,20240112,6,21,10
25782,24.440128866021393,1.0,20240112,6,22,14
25783,331.3788361477441,1.0,20240112,7,3,7
25784,77.78739832860145,1.0,20240112,7,7,14
25785,65.57870629582814,1.0,20240112,7,7,16
25786,553.6815496605108,3.0,20240112,7,10,3
25787,34.91121923740985,1.0,20240112,7,13,18
25788,106.07798806954818,1.0,20240112,7,19,2
25789,66.28286722786065,2.0,20240112,7,21,20
25790,2395.1526473063286,8.0,20240112,8,1,4
25791,296.04816931962495,1.0,20240112,8,1,11
25792,133.8469232954864,2.0,20240112,8,2,19
25793,40.11006303572219,1.0,20240112,8,10,20
25794,29.78257581249812,1.0,20240112,8,15,15
25795,136.29911139816173,3.0,20240112,8,18,4
25796,25.434892019661657,1.0,20240112,8,21,15
25797,105.38087171320001,1.0,20240113,1,7,20
25798,160.1024447500449,1.0,20240113,1,8,17
25799,79.29841144712965,1.0,20240113,1,9,11
25800,50.178125814288464,1.0,20240113,1,9,15
25801,329.55277838822343,2.0,20240113,1,10,2
25802,344.1381888150352,1.0,20240113,1,10,3
25803,15.405460982242857,1.0,20240113,1,13,16
25804,147.8392008801408,1.0,20240113,1,14,5
25805,31.160152392071698,1.0,20240113,1,14,15
25806,79.88023429823527,2.0,20240113,1,16,10
25807,79.69843117817635,1.0,20240113,1,20,6
25808,54.93761837292636,1.0,20240113,1,23,7
25809,107.99098133599294,1.0,20240113,2,3,16
25810,443.64688368537327,7.0,20240113,2,7,4
25811,122.68396125168822,1.0,20240113,2,7,17
25812,161.26419821999718,1.0,20240113,2,8,12
25813,183.35834604388623,2.0,20240113,2,12,6
25814,185.6347551537394,1.0,20240113,2,12,9
25815,37.178896704590834,1.0,20240113,2,15,15
25816,57.81821996985893,1.0,20240113,2,17,8
25817,96.47502398904315,1.0,20240113,2,22,10
25818,1478.0457958140569,8.0,20240113,3,3,4
25819,40.77592222132325,1.0,20240113,3,18,14
25820,24.85208614468042,1.0,20240113,3,22,16
25821,393.98798359368044,1.0,20240113,4,2,18
25822,108.8136169981504,1.0,20240113,4,4,20
25823,442.6170974205437,2.0,20240113,4,7,2
25824,302.0611603788428,2.0,20240113,4,9,2
25825,62.333567709209454,1.0,20240113,4,10,7
25826,142.11505347036805,1.0,20240113,4,18,2
25827,13.527462196765828,1.0,20240113,4,23,14
25828,2126.773569212118,6.0,20240113,5,3,1
25829,1148.9974402238208,10.0,20240113,5,3,3
25830,40.43142783599922,1.0,20240113,5,7,16
25831,68.38261723741198,1.0,20240113,5,9,12
25832,22.59069119181944,1.0,20240113,5,13,14
25833,23.750499888055213,1.0,20240113,5,14,16
25834,203.6995438835563,1.0,20240113,6,2,14
25835,945.3677380286726,5.0,20240113,6,4,3
25836,50.38102932885322,1.0,20240113,6,7,15
25837,26.504127536234122,1.0,20240113,6,17,17
25838,45.98419547729,1.0,20240113,6,22,9
25839,58.40293418811591,1.0,20240113,6,24,2
25840,474.30817732639326,2.0,20240113,7,1,17
25841,473.3292347942245,14.0,20240113,7,4,5
25842,58.50520142771618,1.0,20240113,7,6,16
25843,422.5882607302136,4.0,20240113,7,7,2
25844,72.38206869512761,1.0,20240113,7,8,14
25845,43.29177950892383,1.0,20240113,7,15,20
25846,40.96629890746199,1.0,20240113,7,16,15
25847,102.7224568906106,1.0,20240113,7,20,8
25848,13.862036455554646,1.0,20240113,7,24,17
25849,230.69154720602037,2.0,20240113,8,2,19
25850,128.1507062335737,1.0,20240113,8,8,7
25851,346.4539125243173,2.0,20240113,8,10,2
25852,33.54339036902362,1.0,20240113,8,11,14
25853,65.34409801392312,1.0,20240113,8,12,20
25854,120.0946829250601,1.0,20240113,8,17,3
25855,44.90272529532825,1.0,20240113,8,17,9
25856,387.8913969363915,3.0,20240113,8,21,4
25857,74.93261977345253,1.0,20240113,8,21,8
25858,65.26535205741521,1.0,20240113,8,22,8
25859,2032.3344435931522,7.0,20240114,1,3,3
25860,160.7012879397996,1.0,20240114,1,5,11
25861,151.89420869984062,1.0,20240114,1,5,18
25862,141.81242461462108,3.0,20240114,1,15,9
25863,41.63238967036687,1.0,20240114,1,18,16
25864,70.19334979522979,1.0,20240114,1,21,12
25865,48.571562491848304,1.0,20240114,1,21,20
25866,468.0691039653302,2.0,20240114,1,22,1
25867,63.103378644043914,1.0,20240114,1,22,6
25868,621.9256640889258,2.0,20240114,2,10,3
25869,104.79825691858208,1.0,20240114,2,10,20
25870,142.2269332400799,2.0,20240114,2,11,8
25871,594.6194157098531,3.0,20240114,2,13,1
25872,23.56481703119998,1.0,20240114,2,18,14
25873,60.61945168316782,1.0,20240114,2,21,10
25874,89.11475052590366,1.0,20240114,3,10,10
25875,267.1443294581597,1.0,20240114,3,18,2
25876,67.79408300489503,1.0,20240114,3,18,10
25877,176.15775218561163,3.0,20240114,4,2,15
25878,138.31404326000467,1.0,20240114,4,3,19
25879,72.44770617102952,1.0,20240114,4,13,9
25880,22.469260371157606,1.0,20240114,4,14,16
25881,51.64577501402801,1.0,20240114,4,17,12
25882,21.608001631452343,1.0,20240114,4,19,14
25883,29.495542971249332,1.0,20240114,4,20,11
25884,94.74930109688802,1.0,20240114,5,6,10
25885,160.5579454624702,1.0,20240114,5,6,13
25886,48.86766725482674,1.0,20240114,5,14,18
25887,32.84945554792609,1.0,20240114,5,14,19
25888,40.27965224863698,1.0,20240114,5,22,13
25889,25.83313928859556,1.0,20240114,5,24,7
25890,19.749940405866685,1.0,20240114,5,24,20
25891,1540.0507129846526,7.0,20240114,6,1,4
25892,150.49038148079626,1.0,20240114,6,2,16
25893,974.6714469050625,6.0,20240114,6,4,2
25894,139.85068679847143,1.0,20240114,6,9,2
25895,11.99723602974062,1.0,20240114,6,15,19
25896,270.34535608476614,1.0,20240114,6,21,3
25897,174.68238831602176,5.0,20240114,6,24,1
25898,1503.3699353789916,4.0,20240114,7,2,8
25899,409.6469518796679,2.0,20240114,7,4,14
25900,57.39305733729983,1.0,20240114,7,7,19
25901,199.19916671729067,1.0,20240114,7,8,12
25902,575.3850777364815,3.0,20240114,7,12,3
25903,117.93268718593227,1.0,20240114,7,15,9
25904,124.27733664885474,1.0,20240114,7,15,12
25905,37.32409794403032,1.0,20240114,7,18,14
25906,19.149476137320047,1.0,20240114,7,18,16
25907,27.074447158960552,1.0,20240114,7,24,6
25908,547.8988949576848,2.0,20240114,8,2,6
25909,176.5655740061111,1.0,20240114,8,3,15
25910,245.53529220227009,1.0,20240114,8,5,8
25911,212.9191992583894,1.0,20240114,8,8,6
25912,149.9424951914604,2.0,20240114,8,8,12
25913,67.91524393477809,1.0,20240114,8,9,10
25914,24.4826406286122,1.0,20240114,8,15,16
25915,560.5980962263952,1.0,20240115,1,3,10
25916,511.98775945327,3.0,20240115,1,3,18
25917,130.6043791262727,1.0,20240115,1,5,11
25918,65.23073448341285,1.0,20240115,1,10,16
25919,290.5185443031512,3.0,20240115,1,17,3
25920,113.25768054067129,2.0,20240115,1,17,5
25921,323.4422975656705,1.0,20240115,1,21,3
25922,197.5512816636799,1.0,20240115,1,21,6
25923,1116.2436485644803,5.0,20240115,2,4,5
25924,725.692835691303,7.0,20240115,2,5,4
25925,453.8268112425224,2.0,20240115,2,7,6
25926,101.47941623143853,1.0,20240115,2,9,15
25927,33.54884270436429,1.0,20240115,2,18,16
25928,40.92347006542865,1.0,20240115,2,19,15
25929,181.7800693085449,1.0,20240115,2,20,6
25930,70.27478620427236,1.0,20240115,2,20,11
25931,43.330011324823346,1.0,20240115,2,23,19
25932,21.65772997211078,1.0,20240115,2,24,10
25933,17.706926446111805,1.0,20240115,2,24,19
25934,1569.040744560131,36.0,20240115,3,1,6
25935,89.37393795977694,1.0,20240115,3,12,18
25936,963.9767288079398,7.0,20240115,3,13,1
25937,256.5113325990228,1.0,20240115,3,16,5
25938,100.89644554307635,1.0,20240115,3,19,7
25939,58.00992317148798,1.0,20240115,3,21,17
25940,45.184412483902896,1.0,20240115,3,21,19
25941,87.02876234117205,1.0,20240115,3,23,10
25942,174.3454752245268,1.0,20240115,4,11,9
25943,103.86823133916242,1.0,20240115,4,12,12
25944,75.88711194751185,1.0,20240115,4,17,9
25945,33.22409723422331,1.0,20240115,5,12,19
25946,90.1581193419738,1.0,20240115,5,14,7
25947,93.49762026109876,1.0,20240115,5,16,12
25948,106.0342255015971,1.0,20240115,5,23,6
25949,53.472986106672074,1.0,20240115,5,23,7
25950,15.767939026238846,1.0,20240115,5,24,20
25951,91.3032286450094,1.0,20240115,6,5,16
25952,161.46405691755808,1.0,20240115,6,7,13
25953,117.41564023526611,2.0,20240115,6,12,18
25954,23.998120245104477,1.0,20240115,6,19,16
25955,399.8302039142483,2.0,20240115,6,20,2
25956,311.39595267749246,1.0,20240115,6,20,3
25957,26.153718065179586,1.0,20240115,6,20,19
25958,653.46035681012,3.0,20240115,7,1,19
25959,739.3805357656587,2.0,20240115,7,2,17
25960,213.0070891995019,2.0,20240115,7,3,15
25961,266.47567053580923,3.0,20240115,7,7,7
25962,140.38846963809976,2.0,20240115,7,8,10
25963,100.51525655989995,2.0,20240115,7,11,20
25964,34.86045323541157,1.0,20240115,7,17,17
25965,52.86838840416939,1.0,20240115,7,19,18
25966,308.9823401694292,6.0,20240115,8,4,17
25967,177.42691293691243,1.0,20240115,8,6,14
25968,137.04179642381044,1.0,20240115,8,7,17
25969,254.03437510028726,1.0,20240115,8,10,8
25970,84.66036594549658,1.0,20240115,8,10,20
25971,91.33516982237856,2.0,20240115,8,12,14
25972,37.02107209512684,1.0,20240115,8,13,14
25973,91.83302913063321,1.0,20240115,8,14,11
25974,154.22010012701975,1.0,20240115,8,16,6
25975,66.16346954454963,1.0,20240115,8,18,14
25976,98.26610356634406,1.0,20240115,8,22,6
25977,93.8095346731984,1.0,20240115,8,22,13
25978,102.41955362068647,1.0,20240116,1,2,16
25979,1131.3047299332259,4.0,20240116,1,4,3
25980,61.86361645938704,2.0,20240116,1,4,14
25981,108.65661392923555,1.0,20240116,1,4,15
25982,17.123252655613186,1.0,20240116,1,9,14
25983,87.46280834650373,1.0,20240116,1,18,2
25984,11.099345790381033,1.0,20240116,1,18,19
25985,20.417497315296448,1.0,20240116,1,20,17
25986,139.65517757620484,2.0,20240116,2,9,2
25987,24.574470583877506,1.0,20240116,2,11,15
25988,56.059316123914876,1.0,20240116,2,14,5
25989,44.97930951016903,1.0,20240116,2,16,13
25990,32.989715628488405,1.0,20240116,2,16,18
25991,64.14811825322452,1.0,20240116,2,18,9
25992,45.08307224252019,1.0,20240116,2,19,6
25993,28.84923842812771,1.0,20240116,2,21,11
25994,50.035531058183274,1.0,20240116,2,22,6
25995,18.495224778589225,1.0,20240116,2,23,15
25996,191.43518347038224,1.0,20240116,2,24,1
25997,6.3097947636456295,1.0,20240116,2,24,16
25998,976.1660474136472,4.0,20240116,3,1,5
25999,163.40836945968715,1.0,20240116,3,2,14
26000,55.849309502188966,1.0,20240116,3,9,5
26001,61.60759421111301,1.0,20240116,3,10,20
26002,35.84431827333953,1.0,20240116,3,14,18
26003,207.36210504729826,3.0,20240116,3,19,1
26004,21.391441396632835,1.0,20240116,3,22,17
26005,82.97854219267552,1.0,20240116,4,5,9
26006,339.0312663376349,8.0,20240116,4,7,3
26007,140.41851754166157,2.0,20240116,4,9,4
26008,258.96689627412,1.0,20240116,4,10,1
26009,15.054463481996175,1.0,20240116,4,13,7
26010,20.781533374743407,1.0,20240116,4,14,18
26011,13.270137120678957,1.0,20240116,4,18,15
26012,29.845832944374582,1.0,20240116,4,19,8
26013,6.661532595242848,1.0,20240116,4,24,14
26014,620.0499944198235,2.0,20240116,5,7,1
26015,31.35400496568854,1.0,20240116,5,8,11
26016,113.22169247999393,1.0,20240116,5,9,2
26017,236.6582551239283,1.0,20240116,5,10,3
26018,13.596355768911048,1.0,20240116,5,10,14
26019,63.01704872300025,1.0,20240116,5,11,8
26020,11.960572090145705,1.0,20240116,5,18,15
26021,88.04059056778165,1.0,20240116,5,19,2
26022,9.104353026137195,1.0,20240116,5,19,11
26023,635.8726722477571,4.0,20240116,6,1,8
26024,1150.769791671124,8.0,20240116,6,2,3
26025,281.7086466837981,1.0,20240116,6,7,3
26026,41.57955823969943,1.0,20240116,6,10,10
26027,84.91304487643855,2.0,20240116,6,12,8
26028,101.55566558290117,1.0,20240116,6,12,9
26029,116.4522779344467,3.0,20240116,6,15,4
26030,6.820979288848118,1.0,20240116,6,17,15
26031,159.66824539027647,1.0,20240116,6,18,1
26032,20.523808066106678,1.0,20240116,6,24,6
26033,2235.167662163883,10.0,20240116,7,1,4
26034,183.38507791018566,1.0,20240116,7,1,20
26035,430.48544050137195,1.0,20240116,7,4,2
26036,96.22215459582218,1.0,20240116,7,4,11
26037,98.08200098967862,1.0,20240116,7,6,5
26038,93.26212489950446,1.0,20240116,7,8,13
26039,60.33176842934241,1.0,20240116,7,8,17
26040,28.807547070012312,1.0,20240116,7,9,10
26041,19.47043771177058,1.0,20240116,7,9,16
26042,19.261836873551783,1.0,20240116,7,11,19
26043,16.058186780721908,1.0,20240116,7,19,10
26044,28.478817559621994,1.0,20240116,7,20,12
26045,16.793178737305062,1.0,20240116,7,23,11
26046,103.44602090739505,1.0,20240116,8,2,19
26047,875.7286422821577,3.0,20240116,8,8,1
26048,19.78920320226388,1.0,20240116,8,9,11
26049,144.48222774778554,1.0,20240116,8,11,3
26050,8.393604515234966,1.0,20240116,8,13,16
26051,19.34293800478948,1.0,20240116,8,13,17
26052,28.4669799009347,1.0,20240116,8,16,10
26053,22.093014918448784,1.0,20240116,8,17,7
26054,122.15695699314566,1.0,20240116,8,18,4
26055,16.73033842911043,1.0,20240116,8,18,11
26056,16.87457713676289,1.0,20240116,8,19,14
26057,330.0315625150628,2.0,20240116,8,20,1
26058,215.35826382357405,1.0,20240116,8,20,3
26059,35.00846745415326,1.0,20240116,8,21,10
26060,101.0689962219873,1.0,20240116,8,23,4
26061,153.65809294698778,2.0,20240117,1,2,16
26062,545.8156627683095,2.0,20240117,1,6,2
26063,45.78411070557273,1.0,20240117,1,14,13
26064,60.63488077091658,1.0,20240117,1,15,7
26065,167.0355701881286,1.0,20240117,1,16,2
26066,19.378957657997773,1.0,20240117,1,17,11
26067,28.96742632557134,1.0,20240117,1,20,15
26068,10.570233213369061,1.0,20240117,1,24,20
26069,1472.5714627000693,4.0,20240117,2,3,3
26070,485.270431508514,2.0,20240117,2,4,5
26071,650.8605966930264,21.0,20240117,2,6,3
26072,99.95569210851906,2.0,20240117,2,8,10
26073,53.67808799540882,1.0,20240117,2,11,15
26074,38.887380880443075,1.0,20240117,2,12,14
26075,294.5710009604999,4.0,20240117,2,15,3
26076,32.52381295732237,1.0,20240117,2,15,7
26077,72.72302695127028,1.0,20240117,2,16,7
26078,284.0997541057932,7.0,20240117,2,19,3
26079,46.846569539352224,1.0,20240117,2,19,6
26080,55.0949114996902,1.0,20240117,2,21,13
26081,150.6880383868375,1.0,20240117,2,22,4
26082,149.11450035472652,1.0,20240117,2,23,4
26083,25.48617451280866,1.0,20240117,2,23,11
26084,216.57016123000798,1.0,20240117,3,5,5
26085,251.8237520994866,1.0,20240117,3,7,5
26086,143.30485192681445,1.0,20240117,3,9,5
26087,18.01527344558324,1.0,20240117,3,23,19
26088,2384.2683680653954,6.0,20240117,4,2,1
26089,61.19075932170416,1.0,20240117,4,4,10
26090,643.3300340581565,2.0,20240117,4,5,1
26091,52.279700778806586,1.0,20240117,4,6,14
26092,45.654295341220674,1.0,20240117,4,7,18
26093,34.02228461550639,1.0,20240117,4,10,19
26094,62.49431536078059,1.0,20240117,4,11,9
26095,65.69934530870003,1.0,20240117,4,13,5
26096,12.467900232799465,1.0,20240117,4,14,19
26097,6.995425940546413,1.0,20240117,4,19,16
26098,149.60438897964505,1.0,20240117,5,4,13
26099,60.69006253045783,1.0,20240117,5,8,10
26100,31.273438920526086,1.0,20240117,5,12,20
26101,15.694829896095818,1.0,20240117,5,17,10
26102,144.40980292217574,1.0,20240117,5,18,1
26103,13.907477537280078,1.0,20240117,5,23,16
26104,206.147178385124,1.0,20240117,6,1,18
26105,685.982255843254,3.0,20240117,6,3,4
26106,317.74784014455776,2.0,20240117,6,3,6
26107,204.8790004374322,4.0,20240117,6,6,2
26108,40.46779061362362,1.0,20240117,6,10,14
26109,13.701670146586588,1.0,20240117,6,10,16
26110,49.45054583809322,1.0,20240117,6,14,6
26111,60.98475652914578,1.0,20240117,6,24,2
26112,175.8660229056399,3.0,20240117,7,6,9
26113,296.8848914317617,1.0,20240117,7,7,2
26114,552.8745136097267,2.0,20240117,7,10,1
26115,199.41064374142286,1.0,20240117,7,18,1
26116,31.77818790786198,1.0,20240117,7,19,18
26117,18.119869280037207,1.0,20240117,7,19,19
26118,760.6231913752531,2.0,20240117,8,5,1
26119,149.59534546002104,1.0,20240117,8,5,6
26120,440.1210593297669,1.0,20240117,8,6,2
26121,118.13636121338348,1.0,20240117,8,9,4
26122,47.98180669761004,1.0,20240117,8,9,7
26123,33.45352303425181,1.0,20240117,8,11,17
26124,36.140396413133416,1.0,20240117,8,19,7
26125,44.98520489086784,1.0,20240117,8,22,12
26126,692.4153108085725,9.0,20240118,1,6,1
26127,36.64771496655526,1.0,20240118,1,9,7
26128,67.22210430634678,1.0,20240118,1,9,9
26129,70.06461918653021,1.0,20240118,1,11,9
26130,58.455560206421175,1.0,20240118,1,12,8
26131,122.91868215826798,1.0,20240118,1,13,3
26132,309.6910930670772,2.0,20240118,1,22,1
26133,37.517544835629415,1.0,20240118,1,22,18
26134,42.90048698600022,1.0,20240118,1,23,5
26135,140.0709619048309,2.0,20240118,2,1,15
26136,201.48463069181557,1.0,20240118,2,3,13
