QuestsKey,Bounty,DaysOnQuest,DateKey,GuildHallKey,QuestTypeKey,AdventurerKey
10001,148.14014208065953,1.0,20240930,3,1,9
10002,163.65003712607287,1.0,20240930,3,1,10
10003,17.201321287899944,1.0,20240930,3,3,21
10004,173.61624089429662,1.0,20240930,3,4,3
10005,28.39819179985542,1.0,20240930,3,4,18
10006,28.97651110136133,1.0,20240930,3,8,19
10007,136.66174750264673,1.0,20240930,4,1,9
10008,124.57721809908364,1.0,20240930,4,1,11
10009,50.002180077697254,1.0,20240930,4,3,12
10010,29.96193641910925,1.0,20240930,4,4,18
10011,32.13505176171461,1.0,20240930,4,6,8
10012,73.16052743570916,1.0,20240930,4,8,12
10013,1338.162404618697,3.0,20240930,5,1,1
10014,232.14761242141628,1.0,20240930,5,1,3
10015,40.151876282128654,1.0,20240930,5,1,16
10016,110.98938403134945,1.0,20240930,5,2,4
10017,40.66256865491008,1.0,20240930,5,4,15
10018,122.94437346129713,2.0,20240930,5,5,2
10019,81.57564585650647,1.0,20240930,5,5,7
10020,71.17172387517176,1.0,20240930,5,5,8
10021,7.575752922691177,1.0,20240930,5,6,16
10022,141.8991956843843,1.0,20240930,5,7,3
10023,20.93065100654839,1.0,20240930,5,7,22
10024,55.69425108015314,1.0,20240930,5,8,12
10025,106.53691267430516,3.0,20240930,6,1,9
10026,20.101111138512262,1.0,20240930,6,6,9
10027,19.600227664896863,1.0,20240930,6,6,10
10028,358.4264989486034,4.0,20240930,6,7,1
10029,72.0407896189578,1.0,20240930,6,8,10
10030,67.34867748847607,1.0,20240930,6,8,11
10031,32.737896933600894,1.0,20241001,1,1,21
10032,21.548057025154435,1.0,20241001,1,2,18
10033,171.79143353586292,1.0,20241001,1,3,1
10034,23.629608412105597,1.0,20241001,1,4,19
10035,8.162324628299155,1.0,20241001,1,6,17
10036,120.7378858218296,1.0,20241001,1,7,7
10037,100.98469303243479,1.0,20241001,1,8,8
10038,1628.2519571634987,7.0,20241001,2,1,1
10039,60.327718667722834,1.0,20241001,2,4,12
10040,66.72229101903547,1.0,20241001,2,5,10
10041,66.73364683695782,1.0,20241001,2,8,12
10042,24.042645073501156,1.0,20241001,2,8,22
10043,1298.3431026969704,3.0,20241001,3,1,1
10044,67.94381052551562,1.0,20241001,3,1,15
10045,95.83252504375093,1.0,20241001,3,2,5
10046,71.62183068664848,1.0,20241001,3,2,8
10047,44.36350931509168,1.0,20241001,3,2,12
10048,26.368148419517226,1.0,20241001,3,4,16
10049,22.039173711521507,1.0,20241001,3,4,19
10050,29.371763346529335,1.0,20241001,3,6,7
10051,52.328196625227214,1.0,20241001,3,7,14
10052,109.95507961055428,1.0,20241001,3,8,6
10053,19.05842981631744,1.0,20241001,4,3,18
10054,40.90451372592299,1.0,20241001,4,6,3
10055,139.20376356345562,1.0,20241001,4,8,5
10056,259.4359974146598,1.0,20241001,5,2,1
10057,11.459143522800822,1.0,20241001,5,6,13
10058,20.425419093708822,1.0,20241001,5,7,19
10059,42.11817137297937,1.0,20241001,5,8,13
10060,169.00689153500105,1.0,20241001,6,1,3
10061,87.40138791784204,1.0,20241001,6,1,10
10062,13.631443185481436,1.0,20241001,6,3,20
10063,38.99071040450124,1.0,20241001,6,4,13
10064,13.055388127860246,1.0,20241001,6,6,12
10065,6.527134616956879,1.0,20241001,6,6,16
10066,352.22770393575786,2.0,20241001,6,8,1
10067,47.98518086590646,1.0,20241001,6,8,12
10068,49.785448488264635,1.0,20241002,1,1,24
10069,32.09059118275907,1.0,20241002,1,4,23
10070,28.535312267663702,1.0,20241002,1,5,22
10071,357.299922958932,2.0,20241002,1,7,2
10072,150.210443639424,1.0,20241002,2,2,7
10073,131.05303801918268,1.0,20241002,2,2,8
10074,26.286089526761888,1.0,20241002,2,3,22
10075,349.6343773062375,1.0,20241002,2,4,4
10076,72.65743370541634,1.0,20241002,2,5,14
10077,46.88983020232198,1.0,20241002,2,6,8
10078,23.456949505204488,1.0,20241002,2,6,15
10079,143.9523914206342,1.0,20241002,2,8,9
10080,48.36124698668833,1.0,20241002,2,8,18
10081,1400.3735554942457,4.0,20241002,3,1,2
10082,206.01778981379132,3.0,20241002,3,5,2
10083,66.54402616713537,1.0,20241002,3,6,4
10084,32.07285232629843,1.0,20241002,3,6,10
10085,40.680836171587444,1.0,20241002,3,7,19
10086,305.6550486004952,1.0,20241002,4,1,10
10087,59.33306364529215,1.0,20241002,4,1,19
10088,79.46883434946018,1.0,20241002,4,3,11
10089,28.121999206250532,1.0,20241002,4,3,19
10090,37.19684657537308,1.0,20241002,4,4,19
10091,70.20826872158122,1.0,20241002,4,6,4
10092,158.96113188466268,1.0,20241002,5,2,2
10093,85.59328755721396,1.0,20241002,5,4,10
10094,17.535889254706944,1.0,20241002,5,6,14
10095,7.347493367880819,1.0,20241002,5,6,22
10096,161.92212801892245,1.0,20241002,5,8,5
10097,64.45329769522006,1.0,20241002,5,8,14
10098,37.47588924097635,1.0,20241002,5,8,16
10099,27.206408992967834,1.0,20241002,5,8,21
10100,290.0824426417443,1.0,20241002,6,1,4
10101,55.33937342950295,1.0,20241002,6,1,16
10102,21.029416985316633,1.0,20241002,6,2,22
10103,42.37046896606478,1.0,20241002,6,3,15
10104,62.372445673511,1.0,20241002,6,4,13
10105,54.732010460062256,1.0,20241002,6,6,4
10106,209.84263506759706,1.0,20241002,6,7,4
10107,103.72446200707425,1.0,20241002,6,7,9
10108,187.48794348998655,2.0,20241002,6,8,3
10109,31.905191166213093,1.0,20241002,6,8,20
10110,626.4316189986843,6.0,20241003,1,1,10
10111,67.17823345050911,1.0,20241003,1,2,23
10112,70.74148511991356,2.0,20241003,1,3,20
10113,1673.697712827454,9.0,20241003,1,4,2
10114,23.377292025554354,1.0,20241003,1,6,24
10115,460.79953428315423,3.0,20241003,1,8,7
10116,83.96957960894848,1.0,20241003,2,2,20
10117,387.7393456361476,1.0,20241003,2,4,8
10118,91.30182433118348,1.0,20241003,2,6,10
10119,350.0513729184981,4.0,20241003,2,7,10
10120,132.8253860611904,1.0,20241003,2,8,16
10121,73.80364220497923,1.0,20241003,3,2,19
10122,21.803839948198654,1.0,20241003,3,6,24
10123,150.53986591591638,2.0,20241003,4,3,13
10124,100.35765272379821,1.0,20241003,4,4,18
10125,107.63651320301778,1.0,20241003,4,6,8
10126,59.82752715703028,1.0,20241003,5,4,23
10127,21.095811028234586,1.0,20241003,5,6,20
10128,194.59244134996186,2.0,20241003,5,7,12
10129,88.15500476285035,1.0,20241003,5,7,18
10130,117.32054290623371,1.0,20241003,6,2,15
10131,52.72465232041842,1.0,20241003,6,2,21
10132,223.7124087593857,3.0,20241003,6,4,9
10133,225.58472497407777,1.0,20241003,6,8,11
10134,204.80302104580917,1.0,20241004,1,4,9
10135,91.20625642227307,1.0,20241004,1,7,16
10136,206.51707892596218,1.0,20241004,1,8,11
10137,129.03977017311195,1.0,20241004,2,1,17
10138,267.39745748643236,5.0,20241004,2,2,6
10139,191.31575702508826,1.0,20241004,2,5,9
10140,18.42469934375143,1.0,20241004,2,6,21
10141,95.85918675134162,1.0,20241004,3,3,14
10142,262.2436702286019,3.0,20241004,3,6,1
10143,83.64091794312716,1.0,20241004,3,6,6
10144,467.7114726056787,1.0,20241004,4,1,6
10145,169.52485154472745,1.0,20241004,4,2,9
10146,62.765517126228545,1.0,20241004,4,2,17
10147,189.89191610158406,1.0,20241004,4,3,8
10148,101.13766675263604,2.0,20241004,4,3,14
10149,42.376427275193386,1.0,20241004,4,3,22
10150,83.75261396541944,1.0,20241004,5,5,15
10151,177.0316064304836,1.0,20241004,5,7,9
10152,48.48209584024589,1.0,20241004,5,7,23
10153,105.80855373300832,2.0,20241004,5,8,15
10154,1270.2401412739293,4.0,20241004,6,1,4
10155,36.192375212398694,1.0,20241004,6,2,23
10156,74.05467616009072,1.0,20241004,6,3,15
10157,296.23379717833444,2.0,20241004,6,4,3
10158,296.15990861432635,2.0,20241004,6,5,2
10159,36.50149305977267,1.0,20241004,6,6,12
10160,12.59455155310081,1.0,20241004,6,6,24
10161,225.93446423465915,1.0,20241004,6,7,8
10162,158.42622884329333,1.0,20241004,6,8,11
10163,182.84052337253382,1.0,20241005,1,3,2
10164,279.5373285263995,1.0,20241005,1,4,1
10165,54.07683273622756,1.0,20241005,1,4,14
10166,28.49090704079204,1.0,20241005,1,4,18
10167,21.69988081073528,1.0,20241005,1,4,24
10168,153.57181432099765,1.0,20241005,1,5,2
10169,16.275032140566797,1.0,20241005,1,6,14
10170,65.22741612255071,1.0,20241005,1,7,13
10171,194.01438114120202,4.0,20241005,1,8,2
10172,71.28885551341372,1.0,20241005,2,2,10
10173,493.27493982452427,1.0,20241005,2,4,2
10174,27.887956501113514,1.0,20241005,2,4,20
10175,38.05793316997073,1.0,20241005,2,6,6
10176,91.42314288501021,1.0,20241005,2,7,11
10177,77.42069049262253,1.0,20241005,2,7,12
10178,62.323465231809884,1.0,20241005,3,2,10
10179,18.50405828436015,1.0,20241005,3,5,22
10180,17.721549017542998,1.0,20241005,3,5,24
10181,274.8987756933801,1.0,20241005,3,7,4
10182,58.1986577089559,1.0,20241005,3,7,14
10183,170.04818351539512,1.0,20241005,3,8,4
10184,1370.402676856317,5.0,20241005,4,1,2
10185,127.87962110653415,1.0,20241005,4,1,9
10186,46.59451216188527,1.0,20241005,4,5,14
10187,700.396695431691,2.0,20241005,4,7,2
10188,97.34975916078322,1.0,20241005,5,1,9
10189,27.074772745487422,1.0,20241005,5,1,22
10190,6.800527130780709,1.0,20241005,5,6,17
10191,87.76457323427397,1.0,20241005,5,7,8
10192,27.17893925676572,1.0,20241005,5,7,16
10193,127.29147630437794,2.0,20241005,5,8,3
10194,97.20654994378141,1.0,20241005,6,1,10
10195,67.49459700105156,1.0,20241005,6,3,7
10196,15.242103416089492,1.0,20241005,6,3,19
10197,17.381760706018518,1.0,20241005,6,4,22
10198,103.18023497528634,1.0,20241005,6,5,3
10199,35.46513128028605,1.0,20241005,6,6,3
10200,31.365630793217676,1.0,20241005,6,6,5
10201,17.14612930617035,1.0,20241005,6,6,11
10202,5.2701023024041715,1.0,20241005,6,6,21
10203,140.10007462352078,1.0,20241006,1,3,4
10204,685.6007585019793,2.0,20241006,1,5,1
10205,116.68750322882512,1.0,20241006,1,5,6
10206,55.650084320215036,1.0,20241006,1,5,13
10207,50.00302241962418,1.0,20241006,1,5,15
10208,28.048191574361386,1.0,20241006,1,5,18
10209,55.77106092465381,1.0,20241006,1,6,4
10210,43.674692069886774,1.0,20241006,2,1,21
10211,31.35521140345003,1.0,20241006,2,4,20
10212,26.029104247454136,1.0,20241006,2,4,24
10213,53.34639660578231,1.0,20241006,2,5,15
10214,27.454610182847432,1.0,20241006,2,5,20
10215,36.18034225725378,1.0,20241006,2,7,20
10216,30.034621301229933,1.0,20241006,2,7,24
10217,180.2611502348019,1.0,20241006,2,8,5
10218,213.02556905089023,1.0,20241006,3,1,8
10219,135.49732397878753,1.0,20241006,3,2,3
10220,102.6523023406866,1.0,20241006,3,2,7
10221,70.07201935577247,1.0,20241006,3,2,10
10222,27.73504764785932,1.0,20241006,3,2,16
10223,121.78442380310514,1.0,20241006,3,3,3
10224,92.26345676450254,1.0,20241006,3,3,7
10225,212.42265442795767,1.0,20241006,3,7,4
10226,27.416841271270304,1.0,20241006,3,7,22
10227,65.5732966107491,1.0,20241006,3,8,13
10228,330.9396589360997,7.0,20241006,4,3,1
10229,113.63794984262395,1.0,20241006,4,3,5
10230,150.30842417833915,1.0,20241006,4,4,5
10231,296.79044195927173,1.0,20241006,4,7,2
10232,145.06569680176423,1.0,20241006,4,8,6
10233,36.916407076235686,1.0,20241006,4,8,17
10234,99.77450481708574,1.0,20241006,5,1,11
10235,16.052632059431627,1.0,20241006,5,2,22
10236,13.817897651430158,1.0,20241006,5,3,24
10237,555.6166787746702,2.0,20241006,5,7,1
10238,244.55281951117425,1.0,20241006,6,2,1
10239,204.46645476949988,2.0,20241006,6,3,2
10240,100.37417326123143,1.0,20241006,6,4,7
10241,174.5553065289389,1.0,20241006,6,7,2
10242,164.03342269010278,1.0,20241006,6,7,4
10243,75.79243784671026,1.0,20241006,6,8,10
10244,53.93359197993333,1.0,20241006,6,8,13
10245,171.565899951666,3.0,20241007,1,2,8
10246,48.14292297464955,1.0,20241007,1,2,18
10247,36.66768800777576,1.0,20241007,1,2,24
10248,1140.0898532975245,4.0,20241007,1,5,1
10249,270.19203356700325,1.0,20241007,1,5,3
10250,70.35833855967118,1.0,20241007,1,6,7
10251,61.38503951403736,1.0,20241007,1,6,8
10252,176.52607415206046,4.0,20241007,1,8,10
10253,89.36232937602473,1.0,20241007,2,1,20
10254,297.12573563527076,4.0,20241007,2,2,4
10255,51.3619245095742,1.0,20241007,2,2,18
10256,121.1499416056016,1.0,20241007,2,4,13
10257,51.444775506466875,1.0,20241007,2,8,24
10258,49.55449033087371,1.0,20241007,3,2,16
10259,254.54128319213558,2.0,20241007,3,4,5
10260,287.73814326221935,1.0,20241007,3,5,2
10261,46.9609132124858,1.0,20241007,3,8,22
10262,132.09242730629322,1.0,20241007,4,2,10
10263,39.067267737176905,1.0,20241007,4,3,20
10264,209.8705723169632,4.0,20241007,4,5,6
10265,175.74195525336853,2.0,20241007,4,5,8
10266,115.85791696722895,1.0,20241007,4,7,15
10267,68.390468407095,1.0,20241007,5,1,18
10268,33.2668299202981,1.0,20241007,5,2,19
10269,71.55236448245121,1.0,20241007,5,3,12
10270,204.44239489593926,3.0,20241007,5,4,5
10271,34.09740343764504,1.0,20241007,5,4,22
10272,79.43560849426564,2.0,20241007,5,6,2
10273,45.98477371874089,1.0,20241007,5,6,8
10274,12.90373797923551,1.0,20241007,5,6,18
10275,226.1512101034742,1.0,20241007,5,8,5
10276,118.29410727708479,2.0,20241007,6,3,8
10277,86.52521625851878,1.0,20241007,6,3,11
10278,48.45474368256502,1.0,20241007,6,4,16
10279,35.17673899078219,1.0,20241007,6,4,21
10280,236.66267242730342,1.0,20241007,6,5,2
10281,111.83209378093902,1.0,20241007,6,7,12
10282,46.73205849673036,1.0,20241007,6,7,19
10283,48.56825287878204,1.0,20241007,6,8,18
10284,73.72547172512294,1.0,20241008,1,1,18
10285,56.15244003498482,1.0,20241008,1,1,24
10286,26.6144840174315,1.0,20241008,1,3,24
10287,46.219677393550505,1.0,20241008,1,4,18
10288,57.87046870274842,1.0,20241008,1,6,6
10289,287.5434140943375,1.0,20241008,1,7,3
10290,152.50226324907004,1.0,20241008,1,7,9
10291,205.0239015473827,2.0,20241008,2,1,11
10292,315.32881271258555,2.0,20241008,2,1,12
10293,103.94492834193,1.0,20241008,2,3,10
10294,265.7914354967398,1.0,20241008,2,5,2
10295,179.62251546970757,2.0,20241008,2,5,6
10296,76.97198431341837,1.0,20241008,2,5,15
10297,14.840425430356749,1.0,20241008,2,6,18
10298,408.4843201022075,3.0,20241008,2,7,3
10299,75.8871283670392,1.0,20241008,3,1,16
10300,63.428405284299814,1.0,20241008,3,1,19
10301,209.77016302260577,1.0,20241008,3,2,4
10302,34.537964967846136,1.0,20241008,3,4,21
10303,74.89144382097892,1.0,20241008,3,5,13
10304,24.625285392841786,1.0,20241008,3,6,14
10305,616.7840695306634,4.0,20241008,3,7,2
10306,198.38696417141338,1.0,20241008,3,8,6
10307,50.485635745978875,1.0,20241008,3,8,17
10308,36.40484041577354,1.0,20241008,4,3,17
10309,31.549068037813882,1.0,20241008,4,3,20
10310,185.7789213502042,1.0,20241008,4,4,7
10311,130.05627911644385,1.0,20241008,4,4,9
10312,141.42623425139607,2.0,20241008,5,4,7
10313,81.9120649073305,2.0,20241008,5,6,1
10314,8.287154043507892,1.0,20241008,5,6,22
10315,738.9236720022546,17.0,20241008,6,1,4
10316,172.5345371788235,1.0,20241008,6,2,4
10317,144.82701328131333,1.0,20241008,6,4,7
10318,50.883228618594146,1.0,20241008,6,6,5
10319,32.53698735048646,1.0,20241008,6,7,22
10320,30.714467753102106,1.0,20241008,6,8,23
10321,335.34971310711114,1.0,20241009,1,2,1
10322,99.19771137755683,1.0,20241009,1,2,9
10323,38.284853243170616,1.0,20241009,1,2,16
10324,168.45648095038385,1.0,20241009,1,4,7
10325,91.03641854182618,1.0,20241009,1,4,12
10326,103.25905836206002,1.0,20241009,1,5,9
10327,38.23102121609662,1.0,20241009,1,5,17
10328,43.661705012147586,1.0,20241009,1,7,20
10329,36.24517330658893,1.0,20241009,1,7,24
10330,263.9144127270976,1.0,20241009,1,8,4
10331,401.7692888452063,4.0,20241009,2,3,1
10332,54.088777438185424,1.0,20241009,2,6,7
10333,174.44863350856195,3.0,20241009,3,2,3
10334,115.30616084167849,1.0,20241009,3,2,8
10335,61.41280950313319,1.0,20241009,3,2,14
10336,103.63669146152557,1.0,20241009,3,3,8
10337,57.70002264508676,1.0,20241009,3,3,13
10338,40.723878573219764,1.0,20241009,3,4,17
10339,29.297193969892923,1.0,20241009,3,4,24
10340,126.91832528888432,1.0,20241009,3,7,9
10341,264.42124617309634,6.0,20241009,4,1,7
10342,256.12758164220855,1.0,20241009,4,1,10
10343,27.350434862082086,1.0,20241009,4,2,21
10344,24.401166711515152,1.0,20241009,4,3,22
10345,30.91044208627085,1.0,20241009,4,4,24
10346,32.77835400749003,1.0,20241009,4,5,19
10347,75.19075443243578,1.0,20241009,4,6,2
10348,65.85341918258399,1.0,20241009,4,6,3
10349,130.57035172736605,1.0,20241009,4,7,10
10350,34.192682423827165,1.0,20241009,4,8,24
10351,288.5137629272355,1.0,20241009,5,1,5
10352,137.40604113447753,1.0,20241009,5,1,10
10353,108.11506338538884,1.0,20241009,5,2,6
10354,21.43035354115005,1.0,20241009,5,3,20
10355,24.752480996522817,1.0,20241009,5,4,21
10356,112.54150408207364,1.0,20241009,5,5,6
10357,48.226375541850025,1.0,20241009,5,5,15
10358,53.789471083335506,1.0,20241009,5,6,4
10359,8.53099868927332,1.0,20241009,5,6,20
10360,452.543433357198,7.0,20241009,5,8,2
10361,97.72419058841689,1.0,20241009,5,8,9
10362,163.82720154587903,1.0,20241009,6,2,2
10363,225.4861534604658,5.0,20241009,6,3,1
10364,97.70097622235727,1.0,20241009,6,3,7
10365,42.64211532073746,1.0,20241009,6,3,15
10366,88.21344315655965,1.0,20241009,6,4,10
10367,45.402934227159776,1.0,20241009,6,6,5
10368,33.932542906597654,1.0,20241009,6,6,8
10369,21.018265923803295,1.0,20241009,6,6,12
10370,8.736137725890526,1.0,20241009,6,6,20
10371,156.22336220760465,1.0,20241010,1,2,11
10372,41.0279653789717,1.0,20241010,1,3,24
10373,65.37179687428556,1.0,20241010,1,4,20
10374,61.31770456752258,1.0,20241010,1,6,9
10375,166.66899391555424,1.0,20241010,2,2,11
10376,239.08769405312825,1.0,20241010,2,3,6
10377,114.02463816447137,1.0,20241010,2,3,13
10378,126.33049354412518,1.0,20241010,2,5,14
10379,109.08733003517222,1.0,20241010,2,6,5
10380,59.632961912323225,1.0,20241010,2,6,11
10381,40.78492532569593,1.0,20241010,2,6,15
10382,70.2735125651673,1.0,20241010,2,7,21
10383,902.9825026291068,3.0,20241010,2,8,2
10384,92.79774110815544,1.0,20241010,2,8,16
10385,70.7323373432226,1.0,20241010,3,7,19
10386,60.98274097000415,1.0,20241010,3,7,22
10387,103.16322544758388,2.0,20241010,4,1,19
10388,306.65204330881136,1.0,20241010,4,3,4
10389,151.57700533702473,1.0,20241010,4,3,9
10390,94.50140641807195,1.0,20241010,4,3,15
10391,46.758808287205305,1.0,20241010,4,5,24
10392,122.07209622123965,1.0,20241010,4,6,4
10393,336.58071813379814,4.0,20241010,4,7,6
10394,316.80083875033813,2.0,20241010,4,8,7
10395,125.18344146815382,1.0,20241010,5,2,10
10396,99.1056439228286,1.0,20241010,5,2,12
10397,80.06475578763853,1.0,20241010,5,3,13
10398,287.7755753657665,1.0,20241010,5,4,3
10399,86.60930201280647,1.0,20241010,5,6,3
10400,28.63797805969612,1.0,20241010,5,6,15
10401,67.96965518392936,1.0,20241010,5,7,16
10402,45.97682647067764,1.0,20241010,6,2,18
10403,42.40982106367612,1.0,20241010,6,2,19
10404,222.79918405515406,1.0,20241010,6,3,3
10405,142.47479821724173,1.0,20241010,6,4,11
10406,50.41820727804838,1.0,20241010,6,4,19
10407,47.859207051344534,1.0,20241010,6,5,18
10408,114.7606179012114,1.0,20241010,6,8,14
10409,107.79020486765472,1.0,20241010,6,8,15
10410,442.92864629376214,2.0,20241011,1,1,6
10411,93.75694564955164,1.0,20241011,1,1,18
10412,74.5623918099877,1.0,20241011,1,1,22
10413,88.16857677928729,1.0,20241011,1,3,13
10414,73.59408169142665,1.0,20241011,1,6,6
10415,284.38995479485277,2.0,20241011,2,2,3
10416,260.88019852294127,6.0,20241011,2,4,6
10417,57.971644871906356,1.0,20241011,2,7,21
10418,76.5528503708755,1.0,20241011,2,8,16
10419,63.984832783595564,1.0,20241011,2,8,19
10420,120.20117829084158,1.0,20241011,3,2,11
10421,35.12219884828651,1.0,20241011,3,2,24
10422,261.40724237297616,2.0,20241011,3,4,5
10423,108.77085581724643,1.0,20241011,3,4,13
10424,95.23971652727005,1.0,20241011,3,5,13
10425,38.45813183565517,1.0,20241011,3,5,21
10426,58.35014917773832,1.0,20241011,3,7,19
10427,169.08575956469565,1.0,20241011,3,8,10
10428,85.10378450119111,1.0,20241011,4,1,19
10429,126.82004850289616,1.0,20241011,4,2,11
10430,103.11507568250452,1.0,20241011,4,4,15
10431,241.49178086295913,1.0,20241011,4,5,5
10432,38.573353312113106,1.0,20241011,4,5,24
10433,15.971399200493549,1.0,20241011,4,6,20
10434,277.6599197925309,6.0,20241011,4,7,6
10435,55.00117680438303,1.0,20241011,5,1,23
10436,209.95699402337925,2.0,20241011,5,4,5
10437,100.49581193723485,1.0,20241011,5,5,11
10438,29.251888936193748,1.0,20241011,5,6,12
10439,53.78998613545581,1.0,20241011,5,7,17
10440,187.4790144830776,1.0,20241011,6,1,11
10441,136.51473585497368,1.0,20241011,6,1,14
10442,76.14628881920876,1.0,20241011,6,1,17
10443,98.86465437186453,1.0,20241011,6,2,11
10444,215.10674558983817,1.0,20241011,6,3,2
10445,60.77365702299277,1.0,20241011,6,3,15
10446,31.277034047534546,1.0,20241011,6,3,20
10447,78.33402127024179,1.0,20241011,6,5,13
10448,55.43015243418567,1.0,20241011,6,6,7
10449,491.02702554477503,2.0,20241011,6,7,2
10450,135.6203776441305,1.0,20241011,6,7,11
10451,52.02916416194317,1.0,20241011,6,7,18
10452,46.00863161722544,1.0,20241011,6,8,19
10453,116.15688033464906,2.0,20241012,1,2,9
10454,36.51064670326525,1.0,20241012,1,3,18
10455,297.2892108846285,1.0,20241012,1,4,2
10456,39.00429701441226,1.0,20241012,1,5,19
10457,139.246893054337,1.0,20241012,1,8,11
10458,105.99085002701294,1.0,20241012,1,8,13
10459,234.99865817038813,1.0,20241012,2,1,9
10460,82.18242289974205,1.0,20241012,2,1,18
10461,1265.6881001957959,11.0,20241012,2,2,1
10462,35.929883424163265,1.0,20241012,2,3,19
10463,30.50319815529378,1.0,20241012,2,3,23
10464,245.67124260595207,2.0,20241012,2,4,5
10465,49.78581430613457,1.0,20241012,2,5,16
10466,94.94799572881237,1.0,20241012,3,3,10
10467,64.63433433815497,1.0,20241012,3,3,14
10468,37.58115164680805,1.0,20241012,3,3,16
10469,35.33515076819745,1.0,20241012,3,6,11
10470,24.166860730010562,1.0,20241012,3,6,15
10471,47.941169856322446,1.0,20241012,3,7,19
10472,80.25318200865868,1.0,20241012,4,1,17
10473,31.790170087138026,1.0,20241012,4,2,22
10474,193.7095697224724,1.0,20241012,4,3,3
10475,149.47101416077015,1.0,20241012,4,3,6
10476,90.19914112108758,1.0,20241012,4,4,14
10477,156.80027133915004,1.0,20241012,4,7,9
10478,121.04291162950575,2.0,20241012,4,7,12
10479,218.69802907313377,1.0,20241012,4,8,6
10480,58.01458134512925,1.0,20241012,4,8,16
10481,240.0717751473317,1.0,20241012,5,1,6
10482,150.41796948773316,2.0,20241012,5,1,11
10483,176.03904091831436,1.0,20241012,5,2,4
10484,24.38041329324818,1.0,20241012,5,2,21
10485,30.18441861087583,1.0,20241012,5,3,16
10486,150.50483556045592,1.0,20241012,5,4,6
10487,68.66508196276399,1.0,20241012,5,4,14
10488,31.133505315266675,1.0,20241012,5,6,9
10489,54.5090568273673,1.0,20241012,6,1,19
10490,59.14725314125464,1.0,20241012,6,2,14
10491,21.332497782672405,1.0,20241012,6,3,24
10492,199.7395861364085,1.0,20241012,6,4,3
10493,115.59914838872213,1.0,20241012,6,5,8
10494,106.44681669844974,1.0,20241013,1,2,13
10495,44.24195680860005,1.0,20241013,1,3,20
10496,38.633476948846166,1.0,20241013,1,3,21
10497,36.72686147973812,1.0,20241013,1,3,24
10498,177.8361995324461,1.0,20241013,1,4,10
10499,43.733601313968734,1.0,20241013,1,5,23
10500,183.90720008148648,2.0,20241013,1,8,11
10501,848.1009364319175,3.0,20241013,2,7,4
10502,169.1661636465612,1.0,20241013,3,1,15
10503,76.02442796205321,1.0,20241013,3,1,21
10504,44.97503683081348,1.0,20241013,3,3,18
10505,54.579938577749346,1.0,20241013,3,4,20
10506,46.58525492721605,1.0,20241013,3,4,23
10507,103.57168669896532,1.0,20241013,3,6,4
10508,17.90367011523875,1.0,20241013,3,6,18
10509,178.92560622179036,1.0,20241013,3,7,11
10510,51.53193289547991,1.0,20241013,3,8,23
10511,198.63796680314397,1.0,20241013,4,1,13
10512,169.10219140214951,1.0,20241013,4,3,8
10513,111.89277386849574,1.0,20241013,4,4,15
10514,569.8851102043826,5.0,20241013,4,8,4
10515,153.25603984278314,1.0,20241013,4,8,12
10516,76.62145262314031,1.0,20241013,4,8,16
10517,52.87978471081278,1.0,20241013,4,8,24
10518,198.66114786228562,1.0,20241013,5,1,11
10519,570.2060106606302,5.0,20241013,5,2,1
10520,172.24645402029716,1.0,20241013,5,3,5
10521,47.779784875777736,1.0,20241013,5,4,18
10522,174.04807359436774,1.0,20241013,5,5,6
10523,353.7631292727389,9.0,20241013,5,7,3
10524,52.85330458802716,1.0,20241013,5,8,18
10525,41.38940309661424,1.0,20241013,5,8,23
10526,73.37265231597456,1.0,20241013,6,2,15
10527,41.15691630011937,1.0,20241013,6,2,18
10528,124.6251568941405,1.0,20241013,6,7,12
10529,504.72379107376,1.0,20241014,1,1,6
10530,60.320237115786334,1.0,20241014,1,1,18
10531,90.95736532584723,1.0,20241014,1,2,9
10532,29.1845508380737,1.0,20241014,1,2,20
10533,22.736773645585533,1.0,20241014,1,3,22
10534,583.1157822731052,3.0,20241014,1,4,1
10535,154.4628143787733,2.0,20241014,1,4,7
10536,157.8861264891139,1.0,20241014,1,5,5
10537,25.21906674580207,1.0,20241014,1,5,24
10538,121.6642043041584,1.0,20241014,1,7,10
10539,32.757998827711546,1.0,20241014,1,8,23
10540,741.2393085322537,3.0,20241014,2,1,6
10541,54.37667931220081,1.0,20241014,2,3,15
10542,70.08865621227169,1.0,20241014,2,5,13
10543,67.04891328573505,1.0,20241014,2,5,14
10544,12.142044803671572,1.0,20241014,2,6,18
10545,42.711590510715695,1.0,20241014,2,7,20
10546,182.28911364930812,1.0,20241014,2,8,7
10547,79.56106178773308,1.0,20241014,2,8,15
10548,234.05682295054973,1.0,20241014,3,1,6
10549,51.895448846906326,1.0,20241014,3,1,19
10550,133.91449977743005,1.0,20241014,3,2,6
10551,105.72768716487057,1.0,20241014,3,2,8
10552,24.596804574349893,1.0,20241014,3,3,19
10553,190.16244415808723,1.0,20241014,3,4,3
10554,126.14448716450462,1.0,20241014,3,5,7
10555,88.30863325307733,1.0,20241014,3,5,9
10556,37.82860263124415,1.0,20241014,3,6,8
10557,410.45835978451726,2.0,20241014,3,7,2
10558,343.468281267086,1.0,20241014,4,1,3
