sdp_group_filename,hash_id,dc_name,year,month,received_ts_rai,received_ts_quar,status_3_on_time,status_4_schema_failed,status_5_quar_scope,status_6_quar_time,status_7_dq_records,status_8_bus_approved,status_9_reached_gold,insp_record_count
20251218061630__nutreco__csrd_hs__esg_injuries,2025_12_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2025,12,12/18/2025 6:22,,8,FALSE,FALSE,FALSE,FALSE,FALSE,8,
20251218061630__nutreco__csrd_hs__esg_psif,2025_12_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2025,12,12/18/2025 6:22,,12,FALSE,FALSE,FALSE,FALSE,FALSE,12,
20251218062908__nutreco__csrd_esg_soc__health_safety,2025_12_dataContract__nutreco__csrd_esg_soc__health_safety,dataContract__nutreco__csrd_esg_soc__health_safety,2025,12,01/15/2026 18:33,,152,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20251218062908__nutreco__csrd_esg_soc__injuries,2025_12_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2025,12,01/23/2026 18:19,,16,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20251218062908__nutreco__csrd_esg_soc__psif,2025_12_dataContract__nutreco__csrd_esg_soc__psif,dataContract__nutreco__csrd_esg_soc__psif,2025,12,01/15/2026 18:33,,6,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20251218062908__nutreco__csrd_hs__esg_hs,2025_12_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2025,12,12/18/2025 6:34,,152,FALSE,FALSE,FALSE,FALSE,FALSE,152,
20251218062908__nutreco__csrd_hs__esg_injuries,2025_12_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2025,12,12/18/2025 6:34,,16,FALSE,FALSE,FALSE,FALSE,FALSE,16,
20251218062908__nutreco__csrd_hs__esg_psif,2025_12_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2025,12,12/18/2025 6:35,,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,
20251219094701__nutreco__csrd_esg_soc__health_safety,2025_12_dataContract__nutreco__csrd_esg_soc__health_safety,dataContract__nutreco__csrd_esg_soc__health_safety,2025,12,01/15/2026 18:34,,151,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20251219094701__nutreco__csrd_esg_soc__injuries,2025_12_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2025,12,01/23/2026 22:07,,17,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20251219094701__nutreco__csrd_esg_soc__psif,2025_12_dataContract__nutreco__csrd_esg_soc__psif,dataContract__nutreco__csrd_esg_soc__psif,2025,12,01/15/2026 18:34,,7,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20251219094701__nutreco__csrd_hs__esg_hs,2025_12_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2025,12,12/19/2025 9:59,,151,FALSE,FALSE,FALSE,FALSE,FALSE,151,
20251219094701__nutreco__csrd_hs__esg_injuries,2025_12_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2025,12,12/19/2025 10:00,,17,FALSE,FALSE,FALSE,FALSE,FALSE,17,
20251219094701__nutreco__csrd_hs__esg_psif,2025_12_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2025,12,12/19/2025 9:59,,7,FALSE,FALSE,FALSE,FALSE,FALSE,7,
20251230134206__kiwa__csrd_esg_env__capex_plan,2025_12_dataContract__kiwa__csrd_esg_env__capex_plan,dataContract__kiwa__csrd_esg_env__capex_plan,2025,12,02/17/2026 14:50,02/17/2026 14:13,12,TRUE,FALSE,FALSE,FALSE,FALSE,12,
20251230134436__kiwa__csrd_esg_env__sc2_ghg,2025_12_dataContract__kiwa__csrd_esg_env__sc2_ghg,dataContract__kiwa__csrd_esg_env__sc2_ghg,2025,12,01/28/2026 14:45,,12500,FALSE,FALSE,FALSE,FALSE,FALSE,11448,
20251230134632__kiwa__csrd_esg_env__ghg_baseline,2025_12_dataContract__kiwa__csrd_esg_env__ghg_baseline,dataContract__kiwa__csrd_esg_env__ghg_baseline,2025,12,01/28/2026 14:45,,2682,FALSE,FALSE,FALSE,FALSE,FALSE,2682,
20251230134713__kiwa__csrd_esg_env__capex_incurred,2025_12_dataContract__kiwa__csrd_esg_env__capex_incurred,dataContract__kiwa__csrd_esg_env__capex_incurred,2025,12,01/28/2026 14:45,,12,FALSE,FALSE,FALSE,FALSE,FALSE,12,
20251230134713__kiwa__csrd_esg_env__energy_consumption_sources,2025_12_dataContract__kiwa__csrd_esg_env__energy_consumption_sources,dataContract__kiwa__csrd_esg_env__energy_consumption_sources,2025,12,01/28/2026 14:45,,10728,FALSE,FALSE,FALSE,FALSE,FALSE,9834,
20251230134905__kiwa__csrd_esg_env__sc1_ghg,2025_12_dataContract__kiwa__csrd_esg_env__sc1_ghg,dataContract__kiwa__csrd_esg_env__sc1_ghg,2025,12,01/28/2026 14:45,,7152,FALSE,FALSE,FALSE,FALSE,FALSE,6556,
20251230135022__kiwa__csrd_esg_env__opex_plan,2025_12_dataContract__kiwa__csrd_esg_env__opex_plan,dataContract__kiwa__csrd_esg_env__opex_plan,2025,12,01/28/2026 14:45,,12,FALSE,FALSE,FALSE,FALSE,FALSE,12,
20251230135032__kiwa__csrd_esg_env__opex_incurred,2025_12_dataContract__kiwa__csrd_esg_env__opex_incurred,dataContract__kiwa__csrd_esg_env__opex_incurred,2025,12,01/28/2026 14:45,,12,FALSE,FALSE,FALSE,FALSE,FALSE,12,
20251230135058__kiwa__csrd_esg_env__sc3_ghg_categories,2025_12_dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,2025,12,01/28/2026 14:45,,53640,FALSE,FALSE,FALSE,FALSE,FALSE,49170,
20251230135107__kiwa__csrd_esg_env__energy_production,2025_12_dataContract__kiwa__csrd_esg_env__energy_production,dataContract__kiwa__csrd_esg_env__energy_production,2025,12,01/28/2026 14:46,,7153,FALSE,FALSE,FALSE,TRUE,FALSE,6556,2
20251230135723__kiwa__csrd_esg_env__decarbonization,2025_12_dataContract__kiwa__csrd_esg_env__decarbonization,dataContract__kiwa__csrd_esg_env__decarbonization,2025,12,01/28/2026 14:45,,46,FALSE,FALSE,FALSE,FALSE,FALSE,46,
20251230135732__kiwa__csrd_esg_env__ghg_targets,2025_12_dataContract__kiwa__csrd_esg_env__ghg_targets,dataContract__kiwa__csrd_esg_env__ghg_targets,2025,12,01/28/2026 14:45,,10,FALSE,FALSE,FALSE,FALSE,FALSE,10,
20251230135738__shv__csrd_ref__dim_sc2_type,2025_12_dataContract__shv__csrd_ref__dim_sc2_type,dataContract__shv__csrd_ref__dim_sc2_type,2025,12,01/24/2026 16:18,,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,
20251230135745__shv__csrd_ref__dim_sc3_category,2025_12_dataContract__shv__csrd_ref__dim_sc3_category,dataContract__shv__csrd_ref__dim_sc3_category,2025,12,01/24/2026 16:19,,15,FALSE,FALSE,FALSE,FALSE,FALSE,15,
20251230135751__shv__csrd_ref__dim_energy_production,2025_12_dataContract__shv__csrd_ref__dim_energy_production,dataContract__shv__csrd_ref__dim_energy_production,2025,12,01/24/2026 16:19,,2,FALSE,FALSE,FALSE,FALSE,FALSE,2,
20251230135756__shv__csrd_ref__dim_scope,2025_12_dataContract__shv__csrd_ref__dim_scope,dataContract__shv__csrd_ref__dim_scope,2025,12,01/24/2026 16:19,,3,FALSE,FALSE,FALSE,FALSE,FALSE,6,
20251230135801__shv__csrd_ref__dim_fin_op_control,2025_12_dataContract__shv__csrd_ref__dim_fin_op_control,dataContract__shv__csrd_ref__dim_fin_op_control,2025,12,01/24/2026 16:19,,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,
20251230135809__shv__csrd_ref__dim_energy_source,2025_12_dataContract__shv__csrd_ref__dim_energy_source,dataContract__shv__csrd_ref__dim_energy_source,2025,12,01/24/2026 16:18,,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,
20251230135816__shv__csrd_ref__dim_decarbonization_taxonomy,2025_12_dataContract__shv__csrd_ref__dim_decarbonization_taxonomy,dataContract__shv__csrd_ref__dim_decarbonization_taxonomy,2025,12,01/24/2026 16:19,,37,FALSE,FALSE,FALSE,FALSE,FALSE,37,
20251230135822__shv__csrd_ref__dim_reporting_entity,2025_12_dataContract__shv__csrd_ref__dim_reporting_entity,dataContract__shv__csrd_ref__dim_reporting_entity,2025,12,01/24/2026 16:18,,914,FALSE,FALSE,FALSE,FALSE,FALSE,914,
20251231140936__shvenergy__csrd_esg_soc__psif,2025_12_dataContract__shvenergy__csrd_esg_soc__psif,dataContract__shvenergy__csrd_esg_soc__psif,2025,12,03/02/2026 4:29,,36,FALSE,FALSE,FALSE,FALSE,FALSE,36,
20251231140938__mammoet__csrd_esg_soc__injuries,2025_12_dataContract__mammoet__csrd_esg_soc__injuries,dataContract__mammoet__csrd_esg_soc__injuries,2025,12,03/02/2026 18:44,,1048571,FALSE,FALSE,FALSE,TRUE,FALSE,101,12581640
20251231150936__shvenergy__csrd_esg_soc__injuries,2025_12_dataContract__shvenergy__csrd_esg_soc__injuries,dataContract__shvenergy__csrd_esg_soc__injuries,2025,12,03/02/2026 4:11,,688,FALSE,FALSE,FALSE,FALSE,FALSE,688,
20251231160936__shvenergy__csrd_esg_soc__health_safety,2025_12_dataContract__shvenergy__csrd_esg_soc__health_safety,dataContract__shvenergy__csrd_esg_soc__health_safety,2025,12,03/02/2026 4:11,,72,FALSE,FALSE,FALSE,FALSE,FALSE,72,
20251231170936__nutreco__csrd_esg_soc__psif,2025_12_dataContract__nutreco__csrd_esg_soc__psif,dataContract__nutreco__csrd_esg_soc__psif,2025,12,02/26/2026 12:53,,36,FALSE,FALSE,FALSE,FALSE,FALSE,35,
20251231190936__nutreco__csrd_esg_soc__health_safety,2025_12_dataContract__nutreco__csrd_esg_soc__health_safety,dataContract__nutreco__csrd_esg_soc__health_safety,2025,12,02/26/2026 12:53,,72,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20251231190940__nutreco__csrd_esg_soc__health_safety,2025_12_dataContract__nutreco__csrd_esg_soc__health_safety,dataContract__nutreco__csrd_esg_soc__health_safety,2025,12,03/03/2026 10:55,,72,FALSE,FALSE,FALSE,FALSE,FALSE,72,
20251231192940__mammoet__csrd_esg_soc__health_safety,2025_12_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2025,12,03/04/2026 10:33,03/04/2026 10:10,72,TRUE,FALSE,FALSE,FALSE,FALSE,72,
20251231230937__kiwa__csrd_esg_soc__psif,2025_12_dataContract__kiwa__csrd_esg_soc__psif,dataContract__kiwa__csrd_esg_soc__psif,2025,12,02/25/2026 16:50,,36,FALSE,FALSE,FALSE,TRUE,FALSE,36,27
20251231230938__kiwa__csrd_esg_soc__injuries,2025_12_dataContract__kiwa__csrd_esg_soc__injuries,dataContract__kiwa__csrd_esg_soc__injuries,2025,12,02/25/2026 16:03,,1048560,FALSE,FALSE,FALSE,TRUE,FALSE,196,25160830
20251231230939__kiwa__csrd_esg_soc__health_safety,2025_12_dataContract__kiwa__csrd_esg_soc__health_safety,dataContract__kiwa__csrd_esg_soc__health_safety,2025,12,02/25/2026 16:03,,72,FALSE,FALSE,FALSE,TRUE,FALSE,72,54
20260102134206__nutreco__csrd_esg_env__sc2_ghg,2026_01_dataContract__nutreco__csrd_esg_env__sc2_ghg,dataContract__nutreco__csrd_esg_env__sc2_ghg,2026,1,01/28/2026 15:41,,8067,FALSE,FALSE,FALSE,FALSE,FALSE,8067,
20260102134602__nutreco__csrd_esg_env__ghg_targets,2026_01_dataContract__nutreco__csrd_esg_env__ghg_targets,dataContract__nutreco__csrd_esg_env__ghg_targets,2026,1,01/28/2026 15:41,,10,FALSE,FALSE,FALSE,FALSE,FALSE,10,
20260102134632__nutreco__csrd_esg_env__sc1_ghg,2026_01_dataContract__nutreco__csrd_esg_env__sc1_ghg,dataContract__nutreco__csrd_esg_env__sc1_ghg,2026,1,01/28/2026 15:41,,4608,FALSE,FALSE,FALSE,FALSE,FALSE,4608,
20260102134905__nutreco__csrd_esg_env__opex_plan,2026_01_dataContract__nutreco__csrd_esg_env__opex_plan,dataContract__nutreco__csrd_esg_env__opex_plan,2026,1,01/28/2026 15:41,,12,FALSE,FALSE,FALSE,FALSE,FALSE,12,
20260102135022__nutreco__csrd_esg_env__opex_incurred,2026_01_dataContract__nutreco__csrd_esg_env__opex_incurred,dataContract__nutreco__csrd_esg_env__opex_incurred,2026,1,01/28/2026 15:40,,12,FALSE,FALSE,FALSE,FALSE,FALSE,12,
20260102135032__nutreco__csrd_esg_env__ghg_baseline,2026_01_dataContract__nutreco__csrd_esg_env__ghg_baseline,dataContract__nutreco__csrd_esg_env__ghg_baseline,2026,1,01/28/2026 15:40,,1728,FALSE,FALSE,FALSE,FALSE,FALSE,1728,
20260102135043__nutreco__csrd_esg_env__energy_production,2026_01_dataContract__nutreco__csrd_esg_env__energy_production,dataContract__nutreco__csrd_esg_env__energy_production,2026,1,01/28/2026 15:40,,4609,FALSE,FALSE,FALSE,TRUE,FALSE,4608,2
20260102135058__nutreco__csrd_esg_env__energy_consumption_sources,2026_01_dataContract__nutreco__csrd_esg_env__energy_consumption_sources,dataContract__nutreco__csrd_esg_env__energy_consumption_sources,2026,1,01/28/2026 15:41,,6912,FALSE,FALSE,FALSE,FALSE,FALSE,6912,
20260102135107__nutreco__csrd_esg_env__decarbonization,2026_01_dataContract__nutreco__csrd_esg_env__decarbonization,dataContract__nutreco__csrd_esg_env__decarbonization,2026,1,01/28/2026 15:40,,46,FALSE,FALSE,FALSE,FALSE,FALSE,46,
20260102135732__nutreco__csrd_esg_env__capex_incurred,2026_01_dataContract__nutreco__csrd_esg_env__capex_incurred,dataContract__nutreco__csrd_esg_env__capex_incurred,2026,1,01/28/2026 15:40,,12,FALSE,FALSE,FALSE,FALSE,FALSE,12,
20260102135738__nutreco__csrd_esg_env__capex_plan,2026_01_dataContract__nutreco__csrd_esg_env__capex_plan,dataContract__nutreco__csrd_esg_env__capex_plan,2026,1,01/28/2026 15:41,,12,FALSE,FALSE,FALSE,FALSE,FALSE,12,
20260102164713__nutreco__csrd_esg_env__sc3_ghg_categories,2026_01_dataContract__nutreco__csrd_esg_env__sc3_ghg_categories,dataContract__nutreco__csrd_esg_env__sc3_ghg_categories,2026,1,01/28/2026 15:41,,34560,FALSE,FALSE,FALSE,FALSE,FALSE,34560,
20260115203512__mammoet__csrd_esg_soc__health_safety,2026_01_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,1,01/14/2026 10:46,,19,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20260115203512__mammoet__csrd_esg_soc__injuries,2026_01_dataContract__mammoet__csrd_esg_soc__injuries,dataContract__mammoet__csrd_esg_soc__injuries,2026,1,01/14/2026 10:46,,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20260115203512__mammoet__csrd_esg_soc__psif,2026_01_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,1,01/14/2026 10:45,,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,
20260121135822__shv__csrd_ref__dim_life_saving_rules,2026_01_dataContract__shv__csrd_ref__dim_life_saving_rules,dataContract__shv__csrd_ref__dim_life_saving_rules,2026,1,01/22/2026 15:57,,43,FALSE,FALSE,FALSE,FALSE,FALSE,43,
20260215203512__mammoet__csrd_esg_soc__health_safety,2026_02_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,2,02/12/2026 8:46,,19,FALSE,FALSE,FALSE,FALSE,FALSE,19,
20260215203512__mammoet__csrd_esg_soc__injuries,2026_02_dataContract__mammoet__csrd_esg_soc__injuries,dataContract__mammoet__csrd_esg_soc__injuries,2026,2,02/20/2026 11:23,02/13/2026 10:16,1,TRUE,FALSE,FALSE,TRUE,FALSE,1,2
20260215203512__mammoet__csrd_esg_soc__psif,2026_02_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,2,02/12/2026 8:46,,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,2
20260216011356__kiwa__csrd_esg_env__energy_production,2026_02_dataContract__kiwa__csrd_esg_env__energy_production,dataContract__kiwa__csrd_esg_env__energy_production,2026,2,,02/16/2026 13:23,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260216011356__kiwa__csrd_esg_env__sc1_ghg,2026_02_dataContract__kiwa__csrd_esg_env__sc1_ghg,dataContract__kiwa__csrd_esg_env__sc1_ghg,2026,2,,02/16/2026 13:23,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260216011356__kiwa__csrd_esg_env__sc2_ghg,2026_02_dataContract__kiwa__csrd_esg_env__sc2_ghg,dataContract__kiwa__csrd_esg_env__sc2_ghg,2026,2,,02/16/2026 13:23,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260216011356__kiwa__csrd_esg_env__sc3_ghg_categories,2026_02_dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,2026,2,,02/16/2026 13:23,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260216011357__kiwa__csrd_esg_env__energy_consumption_sources,2026_02_dataContract__kiwa__csrd_esg_env__energy_consumption_sources,dataContract__kiwa__csrd_esg_env__energy_consumption_sources,2026,2,,02/16/2026 13:23,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217095302__kiwa__csrd_esg_env__energy_consumption_sources,2026_02_dataContract__kiwa__csrd_esg_env__energy_consumption_sources,dataContract__kiwa__csrd_esg_env__energy_consumption_sources,2026,2,,02/17/2026 9:58,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217095302__kiwa__csrd_esg_env__energy_production,2026_02_dataContract__kiwa__csrd_esg_env__energy_production,dataContract__kiwa__csrd_esg_env__energy_production,2026,2,,02/17/2026 9:58,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217095302__kiwa__csrd_esg_env__sc1_ghg,2026_02_dataContract__kiwa__csrd_esg_env__sc1_ghg,dataContract__kiwa__csrd_esg_env__sc1_ghg,2026,2,,02/17/2026 9:58,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217095302__kiwa__csrd_esg_env__sc2_ghg,2026_02_dataContract__kiwa__csrd_esg_env__sc2_ghg,dataContract__kiwa__csrd_esg_env__sc2_ghg,2026,2,,02/17/2026 9:58,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217095302__kiwa__csrd_esg_env__sc3_ghg_categories,2026_02_dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,2026,2,,02/17/2026 9:58,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217100059__kiwa__csrd_esg_env__energy_consumption_sources,2026_02_dataContract__kiwa__csrd_esg_env__energy_consumption_sources,dataContract__kiwa__csrd_esg_env__energy_consumption_sources,2026,2,,02/17/2026 10:07,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217100059__kiwa__csrd_esg_env__energy_production,2026_02_dataContract__kiwa__csrd_esg_env__energy_production,dataContract__kiwa__csrd_esg_env__energy_production,2026,2,,02/17/2026 10:07,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217100059__kiwa__csrd_esg_env__sc1_ghg,2026_02_dataContract__kiwa__csrd_esg_env__sc1_ghg,dataContract__kiwa__csrd_esg_env__sc1_ghg,2026,2,,02/17/2026 10:06,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217100059__kiwa__csrd_esg_env__sc2_ghg,2026_02_dataContract__kiwa__csrd_esg_env__sc2_ghg,dataContract__kiwa__csrd_esg_env__sc2_ghg,2026,2,,02/17/2026 10:07,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217100059__kiwa__csrd_esg_env__sc3_ghg_categories,2026_02_dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,2026,2,,02/17/2026 10:08,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,
20260217105804__kiwa__csrd_esg_env__energy_consumption_sources,2026_02_dataContract__kiwa__csrd_esg_env__energy_consumption_sources,dataContract__kiwa__csrd_esg_env__energy_consumption_sources,2026,2,02/17/2026 11:04,,138,FALSE,FALSE,FALSE,FALSE,FALSE,138,
20260217105804__kiwa__csrd_esg_env__energy_production,2026_02_dataContract__kiwa__csrd_esg_env__energy_production,dataContract__kiwa__csrd_esg_env__energy_production,2026,2,02/17/2026 11:03,,92,FALSE,FALSE,FALSE,FALSE,FALSE,92,
20260217105804__kiwa__csrd_esg_env__sc1_ghg,2026_02_dataContract__kiwa__csrd_esg_env__sc1_ghg,dataContract__kiwa__csrd_esg_env__sc1_ghg,2026,2,02/17/2026 11:04,,46,FALSE,FALSE,FALSE,FALSE,FALSE,46,
20260217105804__kiwa__csrd_esg_env__sc2_ghg,2026_02_dataContract__kiwa__csrd_esg_env__sc2_ghg,dataContract__kiwa__csrd_esg_env__sc2_ghg,2026,2,02/17/2026 11:05,,92,FALSE,FALSE,FALSE,FALSE,FALSE,92,
20260217105804__kiwa__csrd_esg_env__sc3_ghg_categories,2026_02_dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,dataContract__kiwa__csrd_esg_env__sc3_ghg_categories,2026,2,02/17/2026 11:04,,690,FALSE,FALSE,FALSE,FALSE,FALSE,690,
20260223140936__shv__csrd_esg_soc__trcf_targets,2026_02_dataContract__shv__csrd_esg_soc__trcf_targets,dataContract__shv__csrd_esg_soc__trcf_targets,2026,2,03/03/2026 12:24,,17,FALSE,FALSE,FALSE,TRUE,FALSE,15,20
20260225135822__shv__csrd_ref__dim_life_saving_rules,2026_02_dataContract__shv__csrd_ref__dim_life_saving_rules,dataContract__shv__csrd_ref__dim_life_saving_rules,2026,2,02/25/2026 9:40,,44,FALSE,FALSE,FALSE,FALSE,FALSE,44,
20260225135823__shv__csrd_ref__dim_site,2026_02_dataContract__shv__csrd_ref__dim_site,dataContract__shv__csrd_ref__dim_site,2026,2,02/25/2026 9:40,,246,FALSE,FALSE,FALSE,FALSE,FALSE,246,
20260225135824__shv__csrd_ref__dim_injury_type,2026_02_dataContract__shv__csrd_ref__dim_injury_type,dataContract__shv__csrd_ref__dim_injury_type,2026,2,02/25/2026 9:40,,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,
20260305000099__shv__csrd_ref__dim_group,2026_03_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,3,03/05/2026 16:07,,8,FALSE,FALSE,FALSE,FALSE,FALSE,8,
20260317112106__nutreco__csrd_esg_env__biogenic_emissions_co2,2026_03_dataContract__nutreco__csrd_esg_env__biogenic_emissions_co2,dataContract__nutreco__csrd_esg_env__biogenic_emissions_co2,2026,3,04/02/2026 7:09,,6912,FALSE,FALSE,FALSE,FALSE,FALSE,6912,
20260317133206__nutreco__csrd_esg_env__energy_intensity,2026_03_dataContract__nutreco__csrd_esg_env__energy_intensity,dataContract__nutreco__csrd_esg_env__energy_intensity,2026,3,04/02/2026 6:57,,2304,FALSE,FALSE,FALSE,TRUE,FALSE,1024,1280
20260317134116__nutreco__csrd_esg_env__sc1_ghg_ets,2026_03_dataContract__nutreco__csrd_esg_env__sc1_ghg_ets,dataContract__nutreco__csrd_esg_env__sc1_ghg_ets,2026,3,04/02/2026 6:57,,2304,FALSE,FALSE,FALSE,FALSE,FALSE,2304,
20260317134206__nutreco__csrd_esg_env__capex_cog,2026_03_dataContract__nutreco__csrd_esg_env__capex_cog,dataContract__nutreco__csrd_esg_env__capex_cog,2026,3,04/02/2026 7:08,,1728,FALSE,FALSE,FALSE,FALSE,FALSE,1728,
20260317135106__nutreco__csrd_esg_env__ghg_reference_targets,2026_03_dataContract__nutreco__csrd_esg_env__ghg_reference_targets,dataContract__nutreco__csrd_esg_env__ghg_reference_targets,2026,3,04/02/2026 7:09,,9,FALSE,FALSE,FALSE,TRUE,FALSE,3,6
20260317135306__kiwa__csrd_esg_env__energy_intensity,2026_03_dataContract__kiwa__csrd_esg_env__energy_intensity,dataContract__kiwa__csrd_esg_env__energy_intensity,2026,3,04/01/2026 11:46,,3576,FALSE,FALSE,FALSE,TRUE,FALSE,1572,2004
20260317135307__kiwa__csrd_esg_env__sc1_ghg_ets,2026_03_dataContract__kiwa__csrd_esg_env__sc1_ghg_ets,dataContract__kiwa__csrd_esg_env__sc1_ghg_ets,2026,3,04/01/2026 10:17,,3576,FALSE,FALSE,FALSE,FALSE,FALSE,3576,
20260317136309__kiwa__csrd_esg_env__biogenic_emissions_co2,2026_03_dataContract__kiwa__csrd_esg_env__biogenic_emissions_co2,dataContract__kiwa__csrd_esg_env__biogenic_emissions_co2,2026,3,04/01/2026 11:46,,10728,FALSE,FALSE,FALSE,FALSE,FALSE,10728,
20260317136396__kiwa__csrd_esg_env__ghg_reference_targets,2026_03_dataContract__kiwa__csrd_esg_env__ghg_reference_targets,dataContract__kiwa__csrd_esg_env__ghg_reference_targets,2026,3,04/01/2026 11:45,,9,FALSE,FALSE,FALSE,TRUE,FALSE,3,6
20260317144306__kiwa__csrd_esg_env__capex_cog,2026_03_dataContract__kiwa__csrd_esg_env__capex_cog,dataContract__kiwa__csrd_esg_env__capex_cog,2026,3,04/01/2026 11:45,,2682,FALSE,FALSE,FALSE,FALSE,FALSE,2682,
20260317145106__kiwa__csrd_esg_env__energy_consumption_subsources,2026_03_dataContract__kiwa__csrd_esg_env__energy_consumption_subsources,dataContract__kiwa__csrd_esg_env__energy_consumption_subsources,2026,3,04/01/2026 11:46,,32184,FALSE,FALSE,FALSE,FALSE,FALSE,32184,
20260317154206__nutreco__csrd_esg_env__energy_consumption_subsources,2026_03_dataContract__nutreco__csrd_esg_env__energy_consumption_subsources,dataContract__nutreco__csrd_esg_env__energy_consumption_subsources,2026,3,04/02/2026 6:57,,20736,FALSE,FALSE,FALSE,FALSE,FALSE,20736,
20260318124208__nutreco__csrd_esg_soc__age_diversity,2026_03_dataContract__nutreco__csrd_esg_soc__age_diversity,dataContract__nutreco__csrd_esg_soc__age_diversity,2026,3,04/03/2026 7:43,,1728,FALSE,FALSE,FALSE,FALSE,FALSE,1728,
20260318131306__kiwa__csrd_esg_soc__age_diversity,2026_03_dataContract__kiwa__csrd_esg_soc__age_diversity,dataContract__kiwa__csrd_esg_soc__age_diversity,2026,3,04/01/2026 12:10,,2682,FALSE,FALSE,FALSE,FALSE,FALSE,2682,
20260318135319__kiwa__csrd_esg_soc__performance_reviews,2026_03_dataContract__kiwa__csrd_esg_soc__performance_reviews,dataContract__kiwa__csrd_esg_soc__performance_reviews,2026,3,04/01/2026 12:11,,1788,FALSE,FALSE,FALSE,FALSE,FALSE,1788,
20260318153207__nutreco__csrd_esg_soc__days_lost_injuries,2026_03_dataContract__nutreco__csrd_esg_soc__days_lost_injuries,dataContract__nutreco__csrd_esg_soc__days_lost_injuries,2026,3,04/02/2026 22:18,,6912,FALSE,FALSE,FALSE,FALSE,FALSE,6912,
