TradeKey,DateKey,ItemKey,SellerKey,BuyerSellerKey,Quantity,UnitPrice,TotalPrice
13652,20230205,76,61,53,10,16.98,169.8
13653,20230319,67,266,369,13,79.09,1028.17
13654,20230327,138,385,219,20,2.8,56.0
13655,20230110,15,15,233,19,7386.91,140351.29
13656,20230126,28,153,32,3,12947.76,38843.28
13657,20230110,100,244,132,2,36.51,73.02
13658,20230302,11,314,200,19,38.62,733.78
13659,20230318,26,138,12,2,57.12,114.24
13660,20230101,149,245,119,19,1.93,36.67
13661,20230214,60,45,83,8,2592.63,20741.04
13662,20230107,2,71,198,14,65.09,911.26
13663,20230326,5,270,220,20,65.2,1304.0
13664,20230119,103,271,298,5,1292.12,6460.6
13665,20230227,8,16,217,18,3.19,57.42
13666,20230203,78,187,273,2,11.53,23.06
13667,20230205,82,186,378,18,133.39,2401.02
13668,20230131,29,61,107,10,61.09,610.9
13669,20230205,24,367,185,14,85.19,1192.66
13670,20230214,161,180,386,9,10.09,90.81
13671,20230218,183,100,123,16,24.36,389.76
13672,20230313,108,161,11,11,388.73,4276.03
13673,20230302,65,340,94,9,7.84,70.56
13674,20230303,77,183,395,4,14516.85,58067.4
13675,20230316,24,324,107,16,92.4,1478.4
13676,20230202,96,209,152,6,822.8,4936.8
13677,20230327,39,58,39,20,169.1,3382.0
13678,20230216,72,202,208,4,11876.17,47504.68
13679,20230122,143,329,323,12,9356.39,112276.68
13680,20230105,176,312,335,4,50.53,202.12
13681,20230319,83,229,327,13,38.06,494.78
13682,20230209,71,303,400,16,4788.58,76617.28
13683,20230215,86,258,221,5,23230.22,116151.1
13684,20230118,141,88,342,18,31.26,562.68
13685,20230221,29,398,88,20,72.83,1456.6
13686,20230205,139,287,27,11,7755.48,85310.28
13687,20230129,197,258,30,15,292.59,4388.85
13688,20230306,63,262,211,19,1695.55,32215.45
13689,20230207,106,282,4,18,151.24,2722.32
13690,20230227,51,147,86,18,608.19,10947.42
13691,20230211,20,101,293,11,389.06,4279.66
13692,20230315,2,281,352,14,74.2,1038.8
13693,20230225,9,133,6,12,11880.52,142566.24
13694,20230209,92,134,127,9,21.67,195.03
13695,20230127,66,19,136,6,6768.45,40610.7
13696,20230209,58,233,391,10,2.1,21.0
13697,20230331,67,218,287,5,76.42,382.1
13698,20230131,98,97,142,20,2030.01,40600.2
13699,20230103,21,111,218,15,18.64,279.6
13700,20230102,102,160,62,20,11.68,233.6
13701,20230226,85,51,161,16,83.63,1338.08
13702,20230103,112,210,61,12,14624.96,175499.52
13703,20230105,63,145,148,7,1349.91,9449.37
13704,20230302,132,390,222,20,3319.67,66393.4
13705,20230226,130,169,225,10,96.92,969.2
13706,20230306,185,332,235,13,1803.47,23445.11
13707,20230325,32,304,340,6,356.91,2141.46
13708,20230212,138,226,153,12,2.47,29.64
13709,20230322,20,150,302,14,375.51,5257.14
13710,20230222,86,230,267,19,23932.29,454713.51
13711,20230320,157,205,128,7,1946.27,13623.89
13712,20230330,190,197,345,2,5.62,11.24
13713,20230121,164,123,154,20,52.09,1041.8
13714,20230307,19,325,166,14,5281.91,73946.74
13715,20230320,197,362,135,2,448.04,896.08
13716,20230103,81,36,67,13,17.29,224.77
13717,20230101,193,376,87,1,20.58,20.58
13718,20230120,59,365,74,6,25007.24,150043.44
13719,20230115,118,81,254,1,17.99,17.99
13720,20230210,184,333,203,2,9.4,18.8
13721,20230322,197,177,318,19,457.54,8693.26
13722,20230321,184,385,47,1,16.77,16.77
13723,20230111,43,187,87,4,3751.18,15004.72
13724,20230319,70,161,345,14,4.48,62.72
13725,20230114,185,167,199,12,1857.28,22287.36
13726,20230201,63,163,151,15,1398.4,20976.0
13727,20230225,17,187,394,9,3907.68,35169.12
13728,20230126,45,299,260,12,71.98,863.76
13729,20230126,151,352,345,1,10.68,10.68
13730,20230127,64,112,284,12,5066.63,60799.56
13731,20230210,98,171,339,7,1720.87,12046.09
13732,20230105,45,262,220,1,65.81,65.81
13733,20230225,31,217,212,2,195.17,390.34
13734,20230204,16,360,29,7,1.6,11.2
13735,20230225,112,332,282,11,14398.69,158385.59
13736,20230114,14,187,328,14,54.18,758.52
13737,20230306,141,54,350,17,32.32,549.44
13738,20230212,172,155,57,14,40.71,569.94
13739,20230110,70,266,386,19,2.51,47.69
13740,20230301,95,32,159,1,383.73,383.73
13741,20230226,66,113,102,15,7639.33,114589.95
13742,20230314,131,357,294,15,247.48,3712.2
13743,20230323,51,329,208,3,944.21,2832.63
13744,20230226,70,154,342,13,3.27,42.51
13745,20230207,43,56,23,7,6096.4,42674.8
13746,20230311,142,336,334,8,73.45,587.6
13747,20230310,70,69,233,1,4.27,4.27
13748,20230322,9,314,72,18,10311.9,185614.2
13749,20230310,194,98,102,3,18.17,54.51
13750,20230224,159,323,192,2,17114.95,34229.9
13751,20230221,1,224,51,7,61.19,428.33
13752,20230221,133,380,6,5,66.78,333.9
13753,20230212,83,383,297,11,26.56,292.16
13754,20230304,39,32,153,13,87.67,1139.71
13755,20230319,143,213,301,1,11132.74,11132.74
13756,20230120,39,335,271,6,87.5,525.0
13757,20230225,150,153,84,6,5.01,30.06
13758,20230227,30,268,36,3,1258.77,3776.31
13759,20230309,186,88,344,16,66105.93,1057694.88
13760,20230225,147,329,141,19,510.1,9691.9
13761,20230128,112,329,197,7,13736.48,96155.36
13762,20230107,8,357,253,5,2.42,12.1
13763,20230131,138,73,23,5,2.41,12.05
13764,20230201,94,245,118,19,816.34,15510.46
13765,20230223,73,324,244,10,22.69,226.9
13766,20230306,118,190,373,18,16.83,302.94
13767,20230320,87,107,244,17,968.21,16459.57
13768,20230127,137,181,11,17,191.06,3248.02
13769,20230302,128,189,255,13,256.9,3339.7
13770,20230119,24,278,260,6,77.41,464.46
13771,20230102,30,238,247,5,1585.7,7928.5
13772,20230304,150,72,157,19,4.4,83.6
13773,20230220,35,22,323,12,70.71,848.52
13774,20230323,25,100,297,7,90.1,630.7
13775,20230225,30,275,74,16,1367.36,21877.76
13776,20230318,169,327,336,7,65.72,460.04
13777,20230331,85,66,376,12,90.92,1091.04
13778,20230209,24,393,232,19,81.97,1557.43
13779,20230203,90,88,261,14,40.51,567.14
13780,20230108,124,128,47,15,24.04,360.6
13781,20230321,101,378,178,9,16.75,150.75
13782,20230328,19,252,229,7,5054.14,35378.98
13783,20230331,183,213,374,3,28.63,85.89
13784,20230130,153,199,215,19,62032.94,1178625.86
13785,20230211,8,90,33,12,3.13,37.56
13786,20230116,142,24,367,8,62.1,496.8
13787,20230218,42,297,311,13,5298.46,68879.98
13788,20230119,112,280,197,20,16224.47,324489.4
13789,20230110,189,10,282,9,4.18,37.62
13790,20230108,165,220,165,15,29.83,447.45
13791,20230115,24,144,132,9,73.21,658.89
13792,20230211,98,166,46,4,1849.02,7396.08
13793,20230128,147,221,321,12,560.47,6725.64
13794,20230221,80,54,69,2,128.65,257.3
13795,20230213,116,322,31,1,959.09,959.09
13796,20230219,159,230,360,7,16949.26,118644.82
13797,20230205,106,111,167,5,159.59,797.95
13798,20230105,101,348,318,15,14.78,221.7
13799,20230201,95,163,236,10,484.08,4840.8
13800,20230222,52,70,114,7,73.29,513.03
13801,20230204,73,85,156,1,26.56,26.56
13802,20230114,122,371,231,20,12198.66,243973.2
13803,20230131,131,342,191,17,233.91,3976.47
13804,20230113,161,112,238,10,9.67,96.7
13805,20230330,39,379,4,19,109.74,2085.06
13806,20230212,159,129,336,4,14488.78,57955.12
13807,20230323,163,183,291,12,158.73,1904.76
13808,20230115,5,363,398,9,66.48,598.32
13809,20230207,106,6,350,13,145.01,1885.13
13810,20230211,139,152,13,1,6998.96,6998.96
13811,20230204,112,350,85,13,14174.27,184265.51
13812,20230128,113,212,222,8,3.35,26.8
13813,20230226,41,127,369,14,10879.81,152317.34
13814,20230326,129,195,173,8,15310.87,122486.96
13815,20230319,171,160,320,13,78.17,1016.21
13816,20230304,34,209,295,4,20.57,82.28
13817,20230224,59,308,147,6,23898.98,143393.88
13818,20230203,75,204,21,17,5528.61,93986.37
13819,20230219,181,315,391,7,42246.62,295726.34
13820,20230320,101,399,368,20,17.33,346.6
13821,20230324,74,256,103,7,4.42,30.94
13822,20230214,81,172,2,5,14.05,70.25
13823,20230304,146,37,392,14,22705.59,317878.26
13824,20230220,118,171,398,15,16.43,246.45
13825,20230101,31,362,299,8,230.02,1840.16
13826,20230228,190,349,310,3,5.2,15.6
13827,20230111,49,73,74,6,90.53,543.18
13828,20230113,71,235,123,6,5659.25,33955.5
13829,20230207,60,261,371,11,1801.39,19815.29
13830,20230315,1,205,323,13,100.86,1311.18
13831,20230131,179,351,46,4,4.64,18.56
13832,20230227,41,269,180,1,11189.19,11189.19
13833,20230115,116,224,368,9,920.17,8281.53
13834,20230328,59,53,40,7,27762.33,194336.31
13835,20230108,185,193,382,12,2044.77,24537.24
13836,20230119,59,66,95,12,27437.96,329255.52
13837,20230212,120,268,36,13,545.37,7089.81
13838,20230331,158,260,179,5,38.4,192.0
13839,20230107,60,235,193,7,2090.33,14632.31
13840,20230206,164,266,294,11,46.54,511.94
13841,20230226,131,15,278,18,218.27,3928.86
13842,20230102,173,290,324,3,26.16,78.48
13843,20230224,124,276,122,20,27.15,543.0
13844,20230110,197,114,132,4,259.35,1037.4
13845,20230211,11,2,70,20,43.66,873.2
13846,20230126,106,361,204,17,141.2,2400.4
13847,20230313,117,103,222,3,7.12,21.36
13848,20230217,27,92,70,4,34.22,136.88
13849,20230224,81,145,314,10,10.23,102.3
13850,20230130,20,184,254,20,353.56,7071.2
13851,20230120,99,276,271,7,43.37,303.59
13852,20230228,64,114,253,8,5762.59,46100.72
13853,20230124,109,144,181,18,646.02,11628.36
13854,20230110,82,229,373,20,117.02,2340.4
13855,20230112,135,157,376,17,344.11,5849.87
13856,20230205,112,346,304,7,15073.35,105513.45
13857,20230311,178,371,104,4,348.46,1393.84
13858,20230212,83,213,100,17,27.27,463.59
13859,20230330,196,120,200,20,77.52,1550.4
13860,20230107,193,198,58,2,22.06,44.12
13861,20230115,164,379,330,10,49.13,491.3
13862,20230108,181,33,209,7,45484.36,318390.52
13863,20230203,86,319,108,10,21035.61,210356.1
13864,20230113,43,225,125,1,4188.32,4188.32
13865,20230315,145,187,333,17,1182.12,20096.04
13866,20230124,89,367,262,18,18.36,330.48
13867,20230111,19,344,138,6,4338.08,26028.48
13868,20230125,143,61,393,15,7643.87,114658.05
13869,20230329,150,139,29,19,4.1,77.9
13870,20230307,165,95,261,1,49.35,49.35
13871,20230313,165,13,8,13,57.01,741.13
13872,20230111,103,129,66,13,1121.13,14574.69
13873,20230318,59,147,379,4,30121.49,120485.96
13874,20230304,94,214,99,3,1081.62,3244.86
13875,20230116,180,105,178,8,300.82,2406.56
13876,20230218,117,105,360,9,6.06,54.54
13877,20230226,1,256,316,1,61.06,61.06
13878,20230211,121,395,173,15,2261.83,33927.45
13879,20230109,42,280,149,1,5763.47,5763.47
13880,20230211,167,127,254,13,1.01,13.13
13881,20230215,179,394,210,6,6.05,36.3
13882,20230309,118,376,325,20,19.29,385.8
13883,20230212,116,78,318,17,1030.84,17524.28
13884,20230213,27,315,305,1,35.84,35.84
13885,20230129,76,111,269,7,22.5,157.5
13886,20230316,71,175,341,2,5529.57,11059.14
13887,20230202,106,297,215,10,142.44,1424.4
13888,20230225,78,31,201,8,5.17,41.36
13889,20230331,6,340,260,6,12.02,72.12
13890,20230212,90,27,62,19,47.35,899.65
13891,20230309,125,148,120,13,269.41,3502.33
13892,20230219,21,219,5,11,21.89,240.79
13893,20230323,51,133,128,4,882.11,3528.44
13894,20230309,155,320,277,8,61.1,488.8
13895,20230122,52,222,26,20,76.62,1532.4
13896,20230321,62,385,218,13,33.72,438.36
13897,20230128,100,12,134,7,40.38,282.66
13898,20230101,4,143,234,1,9704.58,9704.58
13899,20230126,71,261,136,4,4879.01,19516.04
13900,20230322,131,329,248,11,258.12,2839.32
13901,20230204,153,153,108,16,52213.84,835421.44
13902,20230110,181,239,161,11,38526.63,423792.93
13903,20230106,168,64,185,4,27.94,111.76
13904,20230114,100,76,77,3,36.13,108.39
13905,20230220,16,142,351,6,1.72,10.32
13906,20230106,70,161,305,11,2.75,30.25
13907,20230131,91,103,331,20,2871.9,57438.0
13908,20230218,126,397,122,3,88520.47,265561.41
13909,20230319,113,211,252,3,7.4,22.2
13910,20230205,44,3,305,19,92.45,1756.55
13911,20230223,6,208,30,6,15.21,91.26
13912,20230213,197,258,319,19,300.33,5706.27
13913,20230124,55,76,74,4,15.13,60.52
13914,20230312,121,359,314,20,2425.95,48519.0
13915,20230218,90,119,146,13,47.81,621.53
13916,20230107,175,118,389,9,4967.41,44706.69
13917,20230115,159,241,333,5,17192.83,85964.15
13918,20230208,9,22,89,16,9187.42,146998.72
13919,20230129,169,74,191,7,34.81,243.67
13920,20230227,26,59,327,9,54.79,493.11
13921,20230304,85,41,143,1,85.26,85.26
13922,20230204,188,323,58,14,672.69,9417.66
13923,20230119,176,280,99,6,43.66,261.96
13924,20230105,17,105,280,12,3809.11,45709.32
13925,20230308,2,229,353,9,73.41,660.69
13926,20230114,42,120,338,4,6065.73,24262.92
13927,20230324,57,104,65,17,56.69,963.73
13928,20230215,81,335,96,8,13.1,104.8
13929,20230117,188,175,256,2,327.88,655.76
13930,20230328,118,123,288,7,17.67,123.69
13931,20230122,112,345,105,10,16838.11,168381.1
13932,20230318,157,291,321,10,2015.77,20157.7
13933,20230302,186,344,136,14,60471.94,846607.16
13934,20230113,100,232,105,1,36.38,36.38
13935,20230316,77,110,199,15,15004.92,225073.8
13936,20230318,150,88,67,4,4.91,19.64
13937,20230322,132,36,181,16,4766.0,76256.0
13938,20230103,64,394,84,19,4796.4,91131.6
13939,20230303,197,238,351,2,254.18,508.36
13940,20230311,49,352,149,15,90.65,1359.75
13941,20230226,186,365,217,20,55174.02,1103480.4
13942,20230317,185,264,231,7,1751.71,12261.97
13943,20230215,63,255,343,5,1575.68,7878.4
13944,20230226,46,151,338,17,444.23,7551.91
13945,20230222,143,156,49,9,7512.42,67611.78
13946,20230310,76,169,317,16,32.37,517.92
13947,20230103,50,35,87,18,913.82,16448.76
13948,20230203,115,327,12,6,4127.85,24767.1
13949,20230122,110,142,105,13,868.15,11285.95
13950,20230202,158,264,293,13,45.6,592.8
13951,20230308,199,214,318,13,1201.35,15617.55
13952,20230331,65,89,106,9,8.22,73.98
13953,20230311,71,272,28,20,7030.33,140606.6
13954,20230121,57,183,125,6,54.49,326.94
13955,20230112,155,219,348,4,57.91,231.64
13956,20230117,11,227,100,8,36.13,289.04
13957,20230118,31,93,78,4,196.96,787.84
13958,20230309,193,291,398,7,35.88,251.16
13959,20230102,107,369,233,16,114.09,1825.44
13960,20230307,135,191,66,2,625.73,1251.46
13961,20230108,167,379,57,2,0.88,1.76
13962,20230211,12,9,32,1,506.42,506.42
13963,20230311,93,144,194,13,139.95,1819.35
13964,20230316,38,146,34,17,147.64,2509.88
13965,20230329,132,341,258,19,3121.5,59308.5
13966,20230125,173,119,19,14,22.49,314.86
13967,20230206,17,83,391,14,3825.88,53562.32
13968,20230310,73,38,277,14,37.44,524.16
13969,20230312,20,176,351,17,353.25,6005.25
13970,20230312,66,86,316,16,6754.38,108070.08
13971,20230218,91,229,379,12,3391.97,40703.64
13972,20230324,9,334,229,8,11077.07,88616.56
13973,20230217,5,17,278,3,53.64,160.92
13974,20230128,130,12,51,6,93.96,563.76
13975,20230109,110,332,257,1,972.95,972.95
13976,20230326,152,371,37,7,31.59,221.13
13977,20230130,93,256,263,14,64.17,898.38
13978,20230321,127,294,275,11,264.7,2911.7
13979,20230226,92,303,331,2,20.78,41.56
13980,20230124,86,374,366,1,24333.62,24333.62
13981,20230310,102,389,56,6,12.78,76.68
13982,20230303,132,394,212,1,3295.89,3295.89
13983,20230325,55,225,69,18,17.1,307.8
13984,20230118,135,7,345,2,343.47,686.94
13985,20230208,4,283,119,20,8073.39,161467.8
13986,20230116,200,325,361,7,87.56,612.92
13987,20230225,195,61,164,15,3263.97,48959.55
13988,20230314,115,5,52,7,3514.5,24601.5
13989,20230122,12,28,65,16,534.28,8548.48
13990,20230221,112,42,244,1,12946.69,12946.69
13991,20230127,6,86,123,7,11.14,77.98
13992,20230218,49,294,367,5,65.26,326.3
13993,20230326,5,199,165,9,67.74,609.66
13994,20230311,47,82,246,12,128.51,1542.12
13995,20230218,181,372,251,10,37500.76,375007.6
13996,20230217,93,94,214,2,64.7,129.4
13997,20230103,42,92,140,15,5782.54,86738.1
13998,20230321,194,123,228,3,17.12,51.36
13999,20230323,168,195,74,6,50.63,303.78
14000,20230204,84,252,394,12,10.94,131.28
14001,20230312,51,66,36,18,962.9,17332.2
14002,20230325,138,382,54,12,2.64,31.68
14003,20230330,43,355,47,19,4360.69,82853.11
14004,20230305,57,172,266,20,64.32,1286.4
14005,20230130,150,394,147,10,3.92,39.2
14006,20230105,44,176,377,7,71.06,497.42
14007,20230109,197,297,52,13,289.74,3766.62
14008,20230223,199,373,234,7,1223.94,8567.58
14009,20230104,100,256,128,14,37.64,526.96
14010,20230319,111,329,244,18,2.23,40.14
14011,20230124,192,310,308,16,2019.74,32315.84
14012,20230307,51,267,124,7,894.41,6260.87
14013,20230315,194,350,45,11,16.95,186.45
14014,20230227,69,150,208,4,10830.58,43322.32
14015,20230122,106,231,98,6,131.16,786.96
14016,20230221,110,195,222,7,892.42,6246.94
14017,20230119,32,388,245,1,184.27,184.27
14018,20230226,50,311,341,14,1127.75,15788.5
14019,20230107,137,283,390,18,210.84,3795.12
14020,20230120,177,209,199,6,48.01,288.06
14021,20230325,177,242,213,9,57.98,521.82
14022,20230121,42,344,189,8,5721.41,45771.28
14023,20230318,78,377,42,4,14.64,58.56
14024,20230314,51,41,191,20,824.06,16481.2
14025,20230111,78,339,356,9,6.69,60.21
14026,20230322,64,355,288,9,5616.19,50545.71
14027,20230208,188,363,44,18,515.38,9276.84
14028,20230310,19,334,166,13,5136.91,66779.83
14029,20230211,106,231,242,7,169.88,1189.16
14030,20230103,44,175,75,18,66.7,1200.6
14031,20230330,153,317,341,2,61710.13,123420.26
14032,20230114,163,17,353,5,172.48,862.4
14033,20230109,196,137,134,17,78.1,1327.7
14034,20230107,172,149,70,19,35.53,675.07
14035,20230311,63,90,116,17,1543.85,26245.45
14036,20230119,177,73,192,2,51.97,103.94
14037,20230109,32,144,299,19,211.32,4015.08
14038,20230127,163,76,76,7,138.79,971.53
14039,20230327,31,239,345,1,255.67,255.67
14040,20230205,166,236,227,3,31.26,93.78
14041,20230227,175,299,194,10,5842.66,58426.6
14042,20230205,183,18,343,10,26.84,268.4
14043,20230204,102,80,154,3,10.43,31.29
14044,20230321,39,317,306,17,184.28,3132.76
14045,20230116,1,17,145,11,66.3,729.3
14046,20230220,168,187,112,16,32.13,514.08
14047,20230324,27,157,302,5,42.85,214.25
14048,20230110,185,363,202,15,2175.36,32630.4
14049,20230319,1,126,125,16,134.0,2144.0
14050,20230210,146,387,170,16,24319.97,389119.52
14051,20230311,122,267,219,14,11223.22,157125.08
14052,20230214,103,362,109,20,1399.64,27992.8
14053,20230127,155,268,138,19,59.88,1137.72
14054,20230118,192,379,9,18,1781.0,32058.0
14055,20230105,126,249,203,17,73514.18,1249741.06
14056,20230315,188,7,298,11,370.38,4074.18
14057,20230309,49,349,63,3,87.33,261.99
14058,20230204,96,275,277,4,803.34,3213.36
14059,20230202,129,4,174,10,15334.28,153342.8
14060,20230227,168,157,42,10,31.78,317.8
14061,20230312,162,245,185,6,111.07,666.42
14062,20230107,77,392,267,16,15879.17,254066.72
14063,20230316,138,198,348,13,2.48,32.24
14064,20230115,138,356,265,10,2.02,20.2
14065,20230115,63,280,279,1,1561.78,1561.78
14066,20230309,27,375,362,2,35.34,70.68
14067,20230325,2,393,238,2,73.4,146.8
14068,20230211,21,187,143,10,19.57,195.7
14069,20230216,30,265,97,7,1406.87,9848.09
14070,20230124,140,3,339,8,157.2,1257.6
14071,20230126,63,308,16,7,1511.92,10583.44
14072,20230211,17,350,29,17,4151.95,70583.15
14073,20230210,107,397,4,17,131.2,2230.4
14074,20230102,190,223,166,10,4.68,46.8
14075,20230105,157,198,105,7,1875.23,13126.61
14076,20230214,122,65,209,7,12563.31,87943.17
14077,20230202,200,53,136,14,94.73,1326.22
14078,20230306,125,203,197,11,270.28,2973.08
14079,20230126,174,108,106,1,85.0,85.0
14080,20230215,91,290,337,6,3113.44,18680.64
14081,20230201,84,100,106,19,9.66,183.54
14082,20230113,150,305,34,5,4.18,20.9
14083,20230217,198,9,186,10,412.03,4120.3
14084,20230313,124,243,201,4,24.57,98.28
14085,20230322,163,296,343,19,162.46,3086.74
14086,20230303,176,141,196,12,47.3,567.6
14087,20230101,59,271,205,17,26783.13,455313.21
14088,20230122,15,36,17,20,7895.19,157903.8
14089,20230123,21,152,198,9,22.09,198.81
14090,20230319,90,178,264,20,49.73,994.6
14091,20230316,89,85,172,2,19.15,38.3
14092,20230304,100,49,176,1,44.61,44.61
14093,20230117,64,97,393,1,5437.51,5437.51
14094,20230326,121,323,269,6,2321.95,13931.7
14095,20230317,149,353,130,9,2.08,18.72
14096,20230309,38,137,82,8,192.15,1537.2
14097,20230315,168,13,122,13,46.01,598.13
14098,20230128,121,82,119,9,2281.86,20536.74
14099,20230321,93,256,391,11,112.53,1237.83
14100,20230120,77,47,367,18,15151.75,272731.5
14101,20230217,178,236,293,3,366.16,1098.48
14102,20230320,53,236,326,7,3591.54,25140.78
14103,20230128,40,171,348,19,30.67,582.73
14104,20230304,49,40,127,6,69.43,416.58
14105,20230121,76,79,292,15,17.89,268.35
14106,20230115,97,212,71,16,29.15,466.4
14107,20230113,84,232,370,20,9.63,192.6
14108,20230107,153,90,114,5,60935.42,304677.1
14109,20230309,2,225,224,7,72.93,510.51
14110,20230305,127,42,308,20,274.45,5489.0
14111,20230125,93,184,14,4,66.42,265.68
14112,20230207,32,113,91,9,305.34,2748.06
14113,20230319,192,292,7,20,3524.51,70490.2
14114,20230101,186,193,83,16,54070.21,865123.36
14115,20230131,95,303,54,16,426.72,6827.52
14116,20230324,169,298,386,2,48.58,97.16
14117,20230304,150,260,157,14,5.1,71.4
14118,20230213,28,108,192,16,14635.55,234168.8
14119,20230304,83,170,89,4,20.97,83.88
14120,20230218,89,383,106,20,23.0,460.0
14121,20230107,169,364,268,13,38.19,496.47
14122,20230118,119,70,137,19,68.65,1304.35
14123,20230201,157,306,298,16,1839.81,29436.96
14124,20230111,86,75,385,12,22585.98,271031.76
14125,20230120,153,399,89,12,52490.81,629889.72
14126,20230320,87,280,13,19,967.35,18379.65
14127,20230207,176,79,244,20,42.81,856.2
14128,20230123,81,304,14,18,19.41,349.38
14129,20230129,191,226,372,17,20.37,346.29
14130,20230226,90,214,258,7,44.22,309.54
14131,20230104,98,189,15,6,1942.53,11655.18
14132,20230227,24,288,278,18,81.37,1464.66
14133,20230101,141,85,165,10,33.3,333.0
14134,20230105,64,105,62,14,5339.66,74755.24
14135,20230107,25,40,237,10,77.33,773.3
14136,20230107,56,156,344,20,156.96,3139.2
14137,20230120,161,225,345,3,9.17,27.51
14138,20230108,70,348,35,11,3.27,35.97
14139,20230222,182,220,120,18,22.13,398.34
14140,20230305,60,19,203,1,2645.48,2645.48
14141,20230118,63,381,216,5,1577.71,7888.55
14142,20230331,21,363,277,16,25.37,405.92
14143,20230326,136,143,201,9,285.33,2567.97
14144,20230205,185,244,118,9,1831.83,16486.47
14145,20230328,121,114,62,8,2050.12,16400.96
14146,20230125,153,367,246,10,60912.57,609125.7
14147,20230213,130,168,31,20,95.82,1916.4
14148,20230331,68,146,387,15,123.8,1857.0
14149,20230303,190,164,241,20,4.97,99.4
14150,20230325,18,211,60,11,211.56,2327.16
14151,20230215,155,173,144,15,84.12,1261.8
14152,20230122,93,243,298,14,77.89,1090.46
14153,20230201,77,353,397,3,15956.61,47869.83
14154,20230330,145,299,271,12,1466.43,17597.16
14155,20230107,176,339,9,5,49.14,245.7
14156,20230303,90,316,396,4,37.85,151.4
14157,20230328,26,296,114,13,54.26,705.38
14158,20230322,136,303,312,13,275.31,3579.03
14159,20230318,143,293,263,16,10535.05,168560.8
14160,20230110,80,126,345,5,93.96,469.8
14161,20230327,172,92,366,3,36.23,108.69
14162,20230103,186,72,213,10,56098.82,560988.2
14163,20230128,163,69,165,2,172.99,345.98
14164,20230327,50,315,253,11,1143.5,12578.5
14165,20230311,14,169,144,8,107.31,858.48
14166,20230328,11,379,66,5,38.8,194.0
14167,20230122,88,37,230,1,38.84,38.84
14168,20230306,82,186,383,12,133.4,1600.8
14169,20230310,156,258,337,7,125.28,876.96
14170,20230317,39,189,264,7,162.25,1135.75
14171,20230312,153,49,337,12,68374.27,820491.24
14172,20230214,180,274,322,16,299.88,4798.08
14173,20230102,34,393,273,12,17.73,212.76
14174,20230221,125,196,158,11,231.69,2548.59
14175,20230316,169,275,39,19,57.19,1086.61
14176,20230207,132,19,339,13,2596.56,33755.28
14177,20230129,112,199,264,19,13942.03,264898.57
14178,20230201,174,165,396,15,106.65,1599.75
14179,20230228,77,315,8,10,16823.0,168230.0
14180,20230206,98,231,98,6,2103.25,12619.5
14181,20230211,79,80,339,5,144.09,720.45
14182,20230308,81,324,140,20,18.89,377.8
14183,20230222,15,55,248,6,8458.62,50751.72
14184,20230223,31,198,298,8,187.11,1496.88
14185,20230304,144,42,365,19,3.48,66.12
14186,20230321,100,325,256,12,64.55,774.6
14187,20230211,106,179,18,5,153.93,769.65
14188,20230113,77,194,397,8,13570.33,108562.64
14189,20230318,92,64,304,2,32.12,64.24
14190,20230211,15,222,190,9,9392.89,84536.01
14191,20230313,93,128,282,8,118.77,950.16
14192,20230311,27,42,256,2,46.4,92.8
14193,20230130,34,394,234,9,15.76,141.84
14194,20230209,110,355,382,19,871.46,16557.74
14195,20230330,135,262,129,10,420.24,4202.4
14196,20230219,138,139,77,15,2.22,33.3
14197,20230202,99,216,134,5,48.83,244.15
14198,20230330,159,366,141,15,16910.28,253654.2
14199,20230312,76,289,358,2,35.03,70.06
14200,20230104,53,64,79,17,2407.6,40929.2
14201,20230129,79,272,13,11,143.44,1577.84
14202,20230305,27,287,339,17,38.48,654.16
14203,20230219,165,11,20,14,41.67,583.38
14204,20230311,146,178,220,18,23967.86,431421.48
14205,20230305,114,21,263,11,1058.73,11646.03
14206,20230226,169,70,161,20,38.61,772.2
14207,20230322,95,376,275,12,824.03,9888.36
14208,20230302,70,27,81,17,2.57,43.69
14209,20230304,53,292,333,10,1953.22,19532.2
14210,20230119,58,42,310,11,1.99,21.89
14211,20230128,137,399,150,18,174.88,3147.84
14212,20230127,130,225,311,13,87.85,1142.05
14213,20230224,137,389,206,2,170.81,341.62
14214,20230116,21,309,269,3,19.38,58.14
14215,20230116,140,83,377,6,195.35,1172.1
14216,20230302,145,343,330,2,1361.48,2722.96
14217,20230105,185,320,336,20,1775.4,35508.0
14218,20230119,151,94,296,1,14.7,14.7
14219,20230113,34,85,369,13,17.23,223.99
14220,20230311,138,233,239,18,2.77,49.86
14221,20230119,153,357,385,10,50208.33,502083.3
14222,20230221,179,58,115,12,4.91,58.92
14223,20230120,164,32,356,16,48.58,777.28
14224,20230222,195,122,287,4,3085.41,12341.64
14225,20230204,115,54,364,9,4438.0,39942.0
14226,20230212,42,89,223,6,5345.85,32075.1
14227,20230207,86,328,148,16,19947.46,319159.36
14228,20230211,20,207,378,5,356.27,1781.35
14229,20230127,106,227,182,11,142.66,1569.26
14230,20230328,85,297,243,14,86.68,1213.52
14231,20230213,36,2,174,18,111.37,2004.66
14232,20230201,13,273,123,11,1.68,18.48
14233,20230110,14,327,184,4,57.22,228.88
14234,20230116,14,340,161,16,59.38,950.08
14235,20230127,105,159,321,19,6928.05,131632.95
