DateKey,ItemKey,OpenPrice,ClosePrice,HighPrice,LowPrice,AvgPrice,Volume,ListingsCount
20230119,5,53.07,51.16,54.09,50.79,52.28,196,38
20230119,6,12.45,13.38,13.6,12.18,12.91,317,61
20230119,7,448.75,473.28,490.1,436.71,462.21,244,57
20230119,8,2.46,2.41,2.49,2.38,2.44,184,64
20230119,9,11297.18,11224.89,11318.19,10723.9,11141.04,301,56
20230119,10,30.85,32.27,33.14,29.71,31.49,118,36
20230119,11,33.92,33.64,34.32,32.2,33.52,253,50
20230119,12,497.88,486.82,500.88,472.68,489.56,90,29
20230119,13,1.55,1.51,1.58,1.48,1.53,191,53
20230119,14,61.54,55.15,65.05,55.06,59.2,266,31
20230119,15,7789.29,7768.96,8154.71,7721.63,7858.65,200,68
20230119,16,1.64,1.57,1.7,1.53,1.61,196,53
20230119,17,4033.54,3824.03,4121.53,3822.82,3950.48,217,68
20230119,18,190.8,194.46,196.97,189.41,192.91,204,47
20230119,19,4056.34,3753.0,4144.75,3566.32,3880.1,208,54
20230119,20,384.61,390.3,399.35,380.84,388.77,80,21
20230119,21,20.39,20.69,20.82,20.01,20.48,224,55
20230119,22,1981.08,1932.43,2086.77,1909.13,1977.35,187,57
20230119,23,722.58,717.15,734.24,694.1,717.02,153,42
20230119,24,77.66,73.14,78.19,72.73,75.43,208,56
20230119,25,82.19,83.0,83.89,81.06,82.53,162,36
20230119,26,51.31,51.09,51.45,50.73,51.14,241,57
20230119,27,32.28,32.51,34.62,30.16,32.39,276,70
20230119,28,15465.45,15429.22,16052.08,14934.49,15470.31,246,41
20230119,29,62.26,60.05,63.42,59.55,61.32,184,51
20230119,30,1157.65,1085.3,1189.62,1075.05,1126.91,151,31
20230119,31,204.72,212.32,213.0,198.67,207.18,155,46
20230119,32,174.31,181.05,187.72,169.01,178.02,185,49
20230119,33,49.79,48.19,50.86,47.73,49.14,182,48
20230119,34,16.51,16.89,16.89,15.85,16.53,211,71
20230119,35,62.84,65.41,67.22,58.78,63.56,245,57
20230119,36,85.35,89.23,92.24,78.56,86.34,156,31
20230119,37,12.1,11.75,12.37,11.14,11.84,240,47
20230119,38,134.09,123.63,135.32,117.96,127.75,181,39
20230119,39,93.2,85.42,97.19,84.38,90.05,204,61
20230119,40,22.17,21.89,22.21,20.91,21.8,127,40
20230119,41,10549.03,10864.75,11175.48,10453.28,10760.63,32,13
20230119,42,5203.42,5025.93,5213.89,5005.41,5112.16,337,56
20230119,43,3519.04,3366.32,3657.94,3203.66,3436.74,218,62
20230119,44,46.03,45.23,47.19,44.25,45.68,204,44
20230119,45,76.27,72.61,76.82,69.81,73.88,289,77
20230119,46,419.12,422.45,425.61,395.13,415.58,196,57
20230119,47,88.78,83.7,90.2,82.44,86.28,228,61
20230119,48,352.45,363.22,379.11,346.96,360.43,217,62
20230119,49,69.29,67.94,71.99,66.46,68.92,174,59
20230119,50,1025.11,1107.64,1140.7,988.68,1065.53,191,58
20230119,51,513.77,485.85,537.1,460.25,499.24,265,63
20230119,52,66.54,69.99,72.26,65.81,68.65,165,55
20230119,53,1843.18,1957.59,1961.59,1808.3,1892.66,167,56
20230119,54,10.88,10.64,11.39,10.26,10.79,144,36
20230119,55,14.53,14.19,14.95,13.63,14.32,260,53
20230119,56,171.34,163.71,172.68,158.74,166.62,184,37
20230119,57,48.84,46.64,49.6,46.54,47.91,173,50
20230119,58,2.07,2.04,2.19,2.0,2.07,224,47
20230119,59,27771.59,27268.37,29203.66,25026.82,27317.61,288,63
20230119,60,1675.83,1568.78,1678.3,1548.99,1617.97,159,47
20230119,61,558.46,600.55,620.45,545.18,581.16,187,35
20230119,62,32.92,32.62,33.04,31.6,32.54,173,54
20230119,63,1489.81,1476.01,1493.42,1448.19,1476.86,322,51
20230119,64,5273.69,5124.0,5340.43,5044.61,5195.68,254,53
20230119,65,7.06,6.88,7.14,6.77,6.96,199,67
20230119,66,6688.07,6543.93,6751.12,6473.31,6614.11,153,49
20230119,67,77.59,76.94,79.79,76.89,77.8,140,40
20230119,68,116.88,114.31,121.5,114.19,116.72,253,46
20230119,69,10947.62,11330.35,11565.99,10775.71,11154.92,260,38
20230119,70,2.52,2.54,2.61,2.39,2.52,310,68
20230119,71,4878.58,5017.5,5100.5,4728.52,4931.27,313,79
20230119,72,10646.65,10626.21,10672.73,10402.11,10586.92,136,36
20230119,73,24.55,24.58,24.93,23.61,24.42,240,53
20230119,74,4.88,4.71,4.94,4.69,4.81,170,43
20230119,75,5072.41,5351.17,5430.3,5063.15,5229.26,287,56
20230119,76,18.18,18.47,19.17,17.89,18.43,287,53
20230119,77,15780.91,15469.96,15998.3,15297.66,15636.71,291,53
20230119,78,6.19,6.1,6.39,5.75,6.11,184,52
20230119,79,154.43,150.98,155.25,149.85,152.63,202,56
20230119,80,101.66,101.24,104.55,96.24,100.92,96,33
20230119,81,14.28,14.08,14.49,13.84,14.17,191,54
20230119,82,134.92,129.47,137.15,129.17,132.68,225,58
20230119,83,20.68,21.27,21.54,20.21,20.93,204,48
20230119,84,8.13,8.56,8.67,8.09,8.36,214,62
20230119,85,75.43,81.63,81.9,75.36,78.58,196,36
20230119,86,24051.77,23113.18,24539.97,22814.17,23629.77,216,63
20230119,87,453.82,466.73,484.75,447.32,463.16,144,44
20230119,88,39.4,35.84,39.76,35.26,37.57,193,46
20230119,89,19.85,20.16,20.74,19.66,20.1,204,68
20230119,90,38.17,36.05,39.27,35.09,37.15,161,53
20230119,91,3116.29,2919.12,3194.45,2902.1,3032.99,98,33
20230119,92,21.3,20.96,21.96,20.61,21.21,329,59
20230119,93,68.42,66.2,69.19,64.91,67.18,322,63
20230119,94,852.02,815.47,895.61,813.59,844.17,99,24
20230119,95,374.98,369.75,377.89,365.87,372.12,194,53
20230119,96,389.64,407.94,415.72,374.22,396.88,146,49
20230119,97,27.61,26.24,28.27,25.38,26.88,193,44
20230119,98,2285.77,2218.66,2321.86,2178.12,2251.1,296,73
20230119,99,49.79,48.47,51.23,47.61,49.27,136,44
20230119,100,37.0,38.43,39.43,35.9,37.69,281,77
20230119,101,15.71,16.26,16.52,15.53,16.0,207,53
20230119,102,12.5,11.45,13.21,11.37,12.13,165,53
20230119,103,1223.56,1273.39,1293.53,1189.22,1244.92,112,42
20230119,104,595.19,571.06,596.05,533.96,574.07,136,46
20230119,105,6469.18,6529.63,6548.81,6357.62,6476.31,283,71
20230119,106,150.6,142.55,152.09,139.6,146.21,291,61
20230119,107,152.85,149.9,156.01,146.56,151.33,166,31
20230119,108,315.63,350.58,356.61,305.77,332.15,173,35
20230119,109,673.28,674.27,685.5,628.41,665.36,200,43
20230119,110,840.98,812.05,858.77,782.17,823.49,154,59
20230119,111,2.1,2.05,2.1,2.03,2.07,210,49
20230119,112,17029.13,15608.57,18646.98,15607.7,16723.09,314,62
20230119,113,6.17,6.71,6.77,6.09,6.44,214,65
20230119,114,964.65,975.75,988.57,950.86,969.96,282,57
20230119,115,3401.0,3265.16,3432.64,3131.76,3307.64,193,62
20230119,116,843.86,802.46,852.33,788.83,821.87,157,44
20230119,117,6.17,6.06,6.46,6.03,6.18,249,61
20230119,118,14.5,15.17,15.62,13.74,14.76,200,52
20230119,119,71.12,66.84,74.86,66.6,69.86,173,50
20230119,120,568.81,577.58,595.3,556.27,574.49,303,48
20230119,121,1770.49,1793.28,1800.61,1699.3,1765.92,288,58
20230119,122,10155.37,9886.77,10312.92,9505.05,9965.03,236,63
20230119,123,3.56,3.46,3.73,3.39,3.54,292,70
20230119,124,26.49,27.56,27.66,26.25,26.99,164,54
20230119,125,271.61,253.98,286.91,237.63,262.53,106,33
20230119,126,81590.96,78068.23,81901.22,76416.33,79494.19,233,54
20230119,127,171.71,176.72,180.59,168.23,174.31,156,27
20230119,128,212.97,212.88,218.54,211.31,213.92,119,36
20230119,129,10820.39,10443.08,10867.24,10177.33,10577.01,128,39
20230119,130,92.06,94.57,98.86,89.94,93.86,256,54
20230119,131,210.52,219.27,221.45,210.35,215.4,222,58
20230119,132,2742.18,2766.8,2837.01,2681.26,2756.81,240,57
20230119,133,64.17,61.9,65.59,61.27,63.23,158,71
20230119,134,1462.32,1434.84,1529.07,1386.94,1453.29,188,55
20230119,135,334.98,340.82,340.85,331.31,336.99,128,34
20230119,136,243.94,230.02,255.48,210.64,235.02,167,58
20230119,137,182.89,188.7,196.39,179.7,186.92,149,37
20230119,138,2.27,2.42,2.44,2.2,2.33,323,51
20230119,139,7837.77,7611.46,7933.16,7410.47,7698.22,303,57
20230119,140,183.96,183.34,184.96,174.47,181.68,273,54
20230119,141,32.49,33.35,34.17,31.92,32.98,172,58
20230119,142,60.45,64.98,66.14,58.38,62.49,230,55
20230119,143,7389.1,7916.98,8046.2,7305.24,7664.38,275,55
20230119,144,3.55,3.25,3.72,3.17,3.42,208,53
20230119,145,1427.42,1386.05,1430.96,1345.5,1397.48,246,49
20230119,146,24068.93,24151.35,24780.27,23038.59,24009.78,199,59
20230119,147,608.17,588.6,634.91,584.06,603.94,74,41
20230119,148,100.58,105.25,107.54,99.18,103.14,313,48
20230119,149,2.16,2.25,2.35,2.09,2.21,299,55
20230119,150,4.8,4.54,4.95,4.42,4.67,300,77
20230119,151,14.56,13.92,14.71,13.58,14.19,250,64
20230119,152,16.22,15.32,16.9,15.02,15.86,212,63
20230119,153,52601.94,52300.93,53559.94,50557.86,52255.17,247,55
20230119,154,1387.69,1347.06,1431.76,1335.65,1375.54,127,38
20230119,155,65.87,67.16,68.41,64.94,66.6,211,63
20230119,156,80.26,75.73,81.54,72.81,77.59,264,60
20230119,157,1639.46,1454.33,1685.7,1428.9,1552.1,221,50
20230119,158,27.29,24.74,27.45,24.46,25.99,204,56
20230119,159,14799.37,14008.57,15301.78,13932.16,14510.47,205,62
20230119,160,52.37,50.83,54.63,50.74,52.14,282,59
20230119,161,9.16,9.33,9.53,9.14,9.29,233,64
20230119,162,111.78,105.47,116.97,104.07,109.57,169,49
20230119,163,160.8,151.73,168.65,148.33,157.38,245,45
20230119,164,52.39,49.16,52.52,44.93,49.75,181,45
20230119,165,28.85,27.58,29.24,27.44,28.28,268,45
20230119,166,28.12,27.3,28.67,26.77,27.71,190,56
20230119,167,0.74,0.72,0.74,0.68,0.72,191,69
20230119,168,28.14,28.72,29.72,26.95,28.38,293,54
20230119,169,33.75,32.16,34.14,31.43,32.87,257,58
20230119,170,2770.37,2707.48,2855.69,2651.48,2746.25,30,8
20230119,171,41.69,40.92,42.88,40.43,41.48,259,66
20230119,172,37.29,37.98,39.69,36.84,37.95,268,36
20230119,173,18.78,18.67,19.24,18.26,18.74,127,37
20230119,174,67.66,70.58,72.97,66.74,69.49,145,27
20230119,175,5701.46,5358.2,5913.66,5217.96,5547.82,161,46
20230119,176,43.71,42.91,44.26,42.39,43.32,156,56
20230119,177,49.5,47.71,49.89,47.09,48.55,271,58
20230119,178,367.29,343.53,368.85,339.0,354.67,151,43
20230119,179,4.81,4.83,4.91,4.63,4.8,206,47
20230119,180,283.89,303.21,318.54,279.18,296.21,152,27
20230119,181,40055.2,38202.0,40740.06,37728.97,39181.56,316,58
20230119,182,20.34,20.13,21.07,19.77,20.33,150,48
20230119,183,23.37,22.01,23.77,21.38,22.63,287,49
20230119,184,10.39,9.63,10.98,9.56,10.14,296,62
20230119,185,1915.45,1828.84,1953.06,1819.23,1879.15,216,53
20230119,186,51388.46,50049.11,53992.41,49621.37,51262.84,221,58
20230119,187,1142.59,1126.15,1183.72,1114.48,1141.74,235,60
20230119,188,359.0,349.57,371.14,348.11,356.96,217,68
20230119,189,4.73,4.34,4.75,4.32,4.54,244,62
20230119,190,4.87,4.7,4.89,4.6,4.76,207,43
20230119,191,18.01,18.65,19.1,17.45,18.3,146,41
20230119,192,1892.64,1770.34,1898.58,1722.08,1820.91,163,23
20230119,193,25.92,24.9,26.67,24.59,25.52,232,53
20230119,194,19.28,19.32,19.54,19.25,19.35,307,55
20230119,195,3313.67,3183.52,3407.66,3136.38,3260.31,214,51
20230119,196,75.72,75.26,77.24,73.76,75.49,110,23
20230119,197,240.35,224.8,251.24,214.97,232.84,310,65
20230119,198,299.78,317.07,328.74,295.33,310.23,203,66
20230119,199,1045.2,1069.47,1095.91,1011.21,1055.45,98,37
20230119,200,83.79,83.43,86.2,81.06,83.62,132,34
20230120,1,63.2,65.75,66.66,63.17,64.69,239,49
20230120,2,60.32,59.03,60.93,58.71,59.75,136,36
20230120,3,200.23,192.76,200.52,186.88,195.1,132,41
20230120,4,10594.88,10926.51,11483.38,10511.43,10879.05,95,35
20230120,5,51.16,55.36,56.14,50.55,53.3,177,43
20230120,6,13.38,12.91,13.48,12.84,13.15,300,79
20230120,7,473.28,463.13,497.54,418.06,463.0,265,52
20230120,8,2.41,2.5,2.61,2.4,2.48,212,57
20230120,9,11224.89,10935.33,11836.14,10628.0,11156.09,286,60
20230120,10,32.27,32.65,33.25,32.03,32.55,103,32
20230120,11,33.64,34.58,34.8,33.18,34.05,242,55
20230120,12,486.82,469.23,487.96,466.47,477.62,116,30
20230120,13,1.51,1.54,1.6,1.47,1.53,207,63
20230120,14,55.15,55.74,56.46,54.99,55.58,259,53
20230120,15,7768.96,7294.48,8108.81,7184.3,7589.14,216,72
20230120,16,1.57,1.5,1.59,1.46,1.53,218,74
20230120,17,3824.03,3715.49,3902.08,3626.69,3767.07,221,49
20230120,18,194.46,202.1,204.85,183.48,196.22,185,62
20230120,19,3753.0,3923.66,4110.72,3711.81,3874.8,212,59
20230120,20,390.3,394.27,397.76,382.7,391.26,99,25
20230120,21,20.69,20.9,22.46,19.33,20.84,206,47
20230120,22,1932.43,1963.89,2078.82,1905.05,1970.05,231,68
20230120,23,717.15,722.77,741.0,690.33,717.82,140,38
20230120,24,73.14,74.3,74.66,70.63,73.18,206,55
20230120,25,83.0,82.82,83.25,82.21,82.82,141,25
20230120,26,51.09,47.64,51.46,46.59,49.19,232,44
20230120,27,32.51,31.28,32.56,31.15,31.88,318,52
20230120,28,15429.22,14516.29,15459.62,14022.06,14856.8,242,52
20230120,29,60.05,63.1,65.6,55.93,61.17,174,59
20230120,30,1085.3,1218.64,1313.22,1045.1,1165.57,123,40
20230120,31,212.32,191.69,216.47,191.61,203.02,126,37
20230120,32,181.05,195.01,195.31,177.77,187.29,155,51
20230120,33,48.19,48.06,50.85,47.54,48.66,187,48
20230120,34,16.89,17.65,18.22,16.02,17.19,204,53
20230120,35,65.41,65.68,67.39,63.9,65.6,237,48
20230120,36,89.23,93.61,95.17,84.93,90.73,143,29
20230120,37,11.75,11.85,11.99,11.68,11.82,295,59
20230120,38,123.63,115.65,125.21,114.33,119.71,191,45
20230120,39,85.42,83.85,91.41,82.79,85.87,215,53
20230120,40,21.89,22.67,23.64,21.45,22.41,137,33
20230120,41,10864.75,10485.97,11381.84,10435.53,10792.02,35,9
20230120,42,5025.93,5179.75,5218.94,4822.4,5061.75,309,66
20230120,43,3366.32,3326.35,3568.46,3284.26,3386.35,228,73
20230120,44,45.23,44.61,47.01,44.14,45.25,185,46
20230120,45,72.61,68.02,73.09,65.19,69.73,312,66
20230120,46,422.45,417.94,426.36,413.94,420.17,168,63
20230120,47,83.7,85.85,90.09,83.31,85.74,202,55
20230120,48,363.22,329.79,386.14,327.51,351.67,206,55
20230120,49,67.94,64.62,68.52,60.87,65.49,193,62
20230120,50,1107.64,990.4,1158.75,986.71,1060.87,148,42
20230120,51,485.85,473.99,500.86,471.1,482.95,251,49
20230120,52,69.99,71.81,74.4,69.88,71.52,190,57
20230120,53,1957.59,1814.51,1963.53,1804.15,1884.94,166,49
20230120,54,10.64,11.09,11.31,10.18,10.81,125,35
20230120,55,14.19,15.84,16.34,14.07,15.11,244,49
20230120,56,163.71,174.06,180.87,159.57,169.55,175,50
20230120,57,46.64,47.12,49.82,44.31,46.97,172,62
20230120,58,2.04,2.08,2.08,2.01,2.05,194,48
20230120,59,27268.37,25378.11,28204.86,24580.96,26358.08,338,50
20230120,60,1568.78,1480.25,1615.96,1422.62,1521.9,184,52
20230120,61,600.55,586.8,609.18,581.31,594.46,156,40
20230120,62,32.62,33.31,33.96,31.5,32.85,183,59
20230120,63,1476.01,1525.2,1619.82,1434.61,1513.91,305,55
20230120,64,5124.0,5009.19,5328.55,4816.54,5069.57,230,59
20230120,65,6.88,6.85,6.93,6.84,6.87,212,73
20230120,66,6543.93,6563.59,6679.95,6460.86,6562.09,184,48
20230120,67,76.94,75.98,78.68,74.65,76.56,124,43
20230120,68,114.31,111.87,119.33,106.49,113.0,243,58
20230120,69,11330.35,10867.92,11350.6,10486.56,11008.86,253,51
20230120,70,2.54,2.57,2.64,2.48,2.56,289,55
20230120,71,5017.5,5028.79,5118.01,4917.76,5020.52,267,57
20230120,72,10626.21,10411.56,10641.19,10297.13,10494.02,122,43
20230120,73,24.58,25.04,25.28,22.58,24.37,247,61
20230120,74,4.71,4.78,4.9,4.68,4.77,193,46
20230120,75,5351.17,5511.8,5748.37,5065.03,5419.09,308,68
20230120,76,18.47,17.63,18.88,17.63,18.15,272,59
20230120,77,15469.96,15364.3,15786.17,14410.14,15257.64,296,70
20230120,78,6.1,5.79,6.35,5.63,5.96,199,66
20230120,79,150.98,149.24,159.53,143.75,150.88,218,70
20230120,80,101.24,96.89,104.69,95.68,99.63,109,24
20230120,81,14.08,14.86,15.26,13.71,14.48,187,46
20230120,82,129.47,131.64,135.78,124.44,130.33,207,68
20230120,83,21.27,22.18,22.26,19.87,21.39,188,75
20230120,84,8.56,9.03,9.24,8.45,8.82,219,58
20230120,85,81.63,80.04,84.14,78.36,81.04,182,35
20230120,86,23113.18,22479.07,23161.58,21687.89,22610.43,204,52
20230120,87,466.73,502.76,508.16,443.51,480.29,118,46
20230120,88,35.84,35.44,36.89,33.77,35.48,213,44
20230120,89,20.16,18.74,20.41,18.07,19.35,220,63
20230120,90,36.05,38.65,39.29,34.32,37.08,180,63
20230120,91,2919.12,2890.89,2954.72,2882.25,2911.75,107,22
20230120,92,20.96,21.55,21.74,20.85,21.28,313,51
20230120,93,66.2,66.75,67.18,64.96,66.27,289,61
20230120,94,815.47,812.28,834.83,812.23,818.7,95,33
20230120,95,369.75,399.67,416.14,364.99,387.64,213,35
20230120,96,407.94,374.19,421.46,365.94,392.38,174,50
20230120,97,26.24,25.51,27.1,24.44,25.82,165,58
20230120,98,2218.66,2094.1,2228.55,2091.58,2158.22,271,61
20230120,99,48.47,43.72,48.92,42.94,46.01,140,37
20230120,100,38.43,39.73,41.0,37.89,39.26,295,61
20230120,101,16.26,15.7,16.7,15.39,16.01,232,59
20230120,102,11.45,11.92,12.45,11.27,11.77,188,56
20230120,103,1273.39,1281.7,1297.61,1269.2,1280.48,95,30
20230120,104,571.06,578.27,597.74,542.39,572.36,148,39
20230120,105,6529.63,6387.83,6708.91,6314.31,6485.17,339,59
20230120,106,142.55,136.71,146.37,134.49,140.03,302,61
20230120,107,149.9,145.92,152.22,141.12,147.29,129,34
20230120,108,350.58,357.94,358.35,349.19,354.02,135,20
20230120,109,674.27,670.01,692.34,654.18,672.7,161,53
20230120,110,812.05,778.69,846.77,764.91,800.61,179,46
20230120,111,2.05,1.93,2.07,1.93,2.0,196,61
20230120,112,15608.57,15349.16,15937.37,15065.7,15490.2,296,53
20230120,113,6.71,6.57,6.84,6.49,6.65,207,54
20230120,114,975.75,969.23,1024.93,932.09,975.5,300,68
20230120,115,3265.16,3274.71,3290.03,3244.55,3268.61,204,72
20230120,116,802.46,789.83,826.99,787.84,801.78,121,47
20230120,117,6.06,6.04,6.17,5.78,6.01,211,63
20230120,118,15.17,15.5,15.57,15.15,15.35,180,68
20230120,119,66.84,71.78,72.98,65.28,69.22,166,50
20230120,120,577.58,577.68,612.26,553.55,580.27,296,68
20230120,121,1793.28,1956.42,1982.23,1777.2,1877.28,309,60
20230120,122,9886.77,9712.48,9946.85,9676.49,9805.65,247,57
20230120,123,3.46,3.21,3.53,3.21,3.35,324,49
20230120,124,27.56,26.77,28.73,26.7,27.44,169,67
20230120,125,253.98,263.95,281.17,246.88,261.5,99,30
20230120,126,78068.23,79632.61,82011.65,77709.93,79355.6,186,57
20230120,127,176.72,182.76,188.07,175.18,180.68,160,36
20230120,128,212.88,186.87,223.84,185.27,202.21,105,24
20230120,129,10443.08,11192.83,11502.75,10115.61,10813.56,144,41
20230120,130,94.57,94.38,98.02,91.85,94.7,231,51
20230120,131,219.27,203.67,229.36,200.98,213.32,247,47
20230120,132,2766.8,2832.46,2880.5,2617.83,2774.4,237,51
20230120,133,61.9,62.2,62.9,60.96,61.99,179,58
20230120,134,1434.84,1464.86,1528.99,1353.34,1445.51,201,48
20230120,135,340.82,356.42,370.27,330.48,349.5,153,25
20230120,136,230.02,236.49,243.12,228.7,234.58,198,46
20230120,137,188.7,172.92,198.39,171.78,182.95,133,54
20230120,138,2.42,2.37,2.51,2.32,2.41,296,56
20230120,139,7611.46,7012.43,7867.32,6761.47,7313.17,281,52
20230120,140,183.34,184.86,186.63,183.17,184.5,248,54
20230120,141,33.35,34.33,35.13,33.16,33.99,164,55
20230120,142,64.98,60.34,65.65,60.24,62.8,230,58
20230120,143,7916.98,7639.15,8180.85,7609.13,7836.53,290,69
20230120,144,3.25,3.11,3.4,3.09,3.21,192,65
20230120,145,1386.05,1343.17,1386.3,1295.15,1352.67,235,51
20230120,146,24151.35,24137.03,24649.05,23281.61,24054.76,212,54
20230120,147,588.6,573.14,593.46,572.74,581.99,67,23
20230120,148,105.25,104.96,109.49,102.29,105.5,309,66
20230120,149,2.25,2.28,2.37,2.23,2.28,293,60
20230120,150,4.54,4.65,4.67,4.45,4.58,308,44
20230120,151,13.92,12.92,14.14,12.4,13.34,257,59
20230120,152,15.32,16.14,16.66,14.63,15.69,211,61
20230120,153,52300.93,55892.52,58613.84,51281.32,54522.15,261,59
20230120,154,1347.06,1404.28,1465.52,1297.31,1378.54,143,28
20230120,155,67.16,65.44,67.63,64.38,66.15,195,68
20230120,156,75.73,72.27,78.36,71.68,74.51,259,47
20230120,157,1454.33,1413.48,1457.54,1374.86,1425.05,187,60
20230120,158,24.74,23.22,25.1,22.96,24.01,211,53
20230120,159,14008.57,14029.65,14107.6,13940.11,14021.48,233,57
20230120,160,50.83,52.9,53.49,50.13,51.84,297,74
20230120,161,9.33,9.95,10.29,8.99,9.64,256,50
20230120,162,105.47,102.69,105.76,102.41,104.08,173,45
20230120,163,151.73,151.82,153.49,150.05,151.77,229,57
20230120,164,49.16,48.12,49.89,46.16,48.33,165,59
20230120,165,27.58,27.12,28.22,26.89,27.45,264,39
20230120,166,27.3,28.27,28.73,26.87,27.79,201,61
20230120,167,0.72,0.74,0.76,0.71,0.73,224,75
20230120,168,28.72,28.58,29.45,28.03,28.7,302,74
20230120,169,32.16,32.7,33.67,31.58,32.53,282,44
20230120,170,2707.48,2764.09,2779.77,2654.69,2726.51,27,17
20230120,171,40.92,42.41,42.89,40.76,41.75,294,66
20230120,172,37.98,36.14,38.79,34.52,36.86,272,54
20230120,173,18.67,19.65,20.46,18.0,19.19,137,33
20230120,174,70.58,70.36,70.86,67.86,69.91,148,43
20230120,175,5358.2,5224.64,5465.8,5136.78,5296.36,156,56
20230120,176,42.91,42.74,43.89,42.58,43.03,171,38
20230120,177,47.71,47.99,48.48,47.1,47.82,235,50
20230120,178,343.53,355.58,364.39,333.65,349.29,164,47
20230120,179,4.83,4.64,5.02,4.5,4.75,212,64
20230120,180,303.21,314.75,316.33,294.3,307.15,137,27
20230120,181,38202.0,38015.37,38462.99,37701.6,38095.49,327,61
20230120,182,20.13,19.63,20.21,18.6,19.64,131,30
20230120,183,22.01,21.63,22.12,21.27,21.76,289,62
20230120,184,9.63,9.17,9.85,8.34,9.25,321,59
20230120,185,1828.84,1683.62,1909.08,1683.24,1776.19,231,46
20230120,186,50049.11,51547.59,51581.95,49416.1,50648.69,207,60
20230120,187,1126.15,1232.84,1252.61,1114.2,1181.45,213,53
20230120,188,349.57,317.54,354.02,311.86,333.25,204,78
20230120,189,4.34,4.13,4.39,4.1,4.24,193,60
20230120,190,4.7,4.83,4.97,4.6,4.77,201,71
20230120,191,18.65,18.73,18.73,17.83,18.49,130,31
20230120,192,1770.34,1834.22,1959.72,1699.97,1816.06,140,28
20230120,193,24.9,24.27,26.09,23.26,24.63,226,50
20230120,194,19.32,18.67,19.41,18.04,18.86,270,70
20230120,195,3183.52,3148.6,3218.56,3110.41,3165.27,203,58
20230120,196,75.26,66.4,80.26,65.75,71.92,87,26
20230120,197,224.8,215.54,228.15,210.03,219.63,301,51
20230120,198,317.07,332.65,333.43,311.03,323.54,209,69
20230120,199,1069.47,1132.32,1143.09,1068.05,1103.23,99,31
20230120,200,83.43,87.79,88.44,80.65,85.08,148,29
20230121,1,65.75,72.88,74.24,64.25,69.28,327,59
20230121,2,59.03,60.09,61.9,56.33,59.34,180,38
20230121,3,192.76,191.68,194.34,190.43,192.31,180,36
20230121,4,10926.51,11447.73,11485.59,10825.95,11171.44,119,30
20230121,5,55.36,64.22,65.92,55.25,60.19,280,37
20230121,6,12.91,15.06,15.82,12.39,14.04,403,66
20230121,7,463.13,499.1,510.3,436.72,477.31,368,50
20230121,8,2.5,2.41,2.56,2.38,2.46,269,69
20230121,9,10935.33,11766.1,11948.68,10932.89,11395.75,410,58
20230121,10,32.65,33.06,34.44,31.85,33.0,146,38
20230121,11,34.58,40.13,40.93,34.27,37.48,348,65
20230121,12,469.23,518.61,539.27,455.84,495.74,135,22
20230121,13,1.54,1.58,1.59,1.45,1.54,263,69
20230121,14,55.74,63.05,63.57,54.67,59.26,351,47
20230121,15,7294.48,8428.08,8677.62,7231.4,7907.89,312,63
20230121,16,1.5,1.58,1.61,1.48,1.54,294,56
20230121,17,3715.49,3718.88,3748.57,3593.5,3694.11,287,53
20230121,18,202.1,215.18,221.22,198.34,209.21,248,53
20230121,19,3923.66,4624.67,4858.99,3712.82,4280.04,296,60
20230121,20,394.27,371.83,402.16,358.8,381.77,132,29
20230121,21,20.9,22.65,22.72,20.68,21.74,315,55
20230121,22,1963.89,2026.07,2059.36,1931.15,1995.12,300,69
20230121,23,722.77,721.16,729.82,679.69,713.36,197,54
20230121,24,74.3,79.08,83.31,70.93,76.9,321,62
20230121,25,82.82,89.22,94.37,80.77,86.8,218,33
20230121,26,47.64,50.17,50.27,47.61,48.92,347,40
20230121,27,31.28,35.4,35.9,31.16,33.43,418,68
20230121,28,14516.29,15854.31,16287.13,14044.53,15175.56,355,62
20230121,29,63.1,69.63,71.88,61.24,66.46,231,54
20230121,30,1218.64,1359.02,1364.48,1191.51,1283.41,180,44
20230121,31,191.69,198.27,206.01,190.11,196.52,214,51
20230121,32,195.01,191.62,195.79,190.4,193.2,241,46
20230121,33,48.06,53.96,56.09,47.35,51.37,208,65
20230121,34,17.65,17.85,18.05,17.13,17.67,307,51
20230121,35,65.68,70.22,71.16,65.26,68.08,356,51
20230121,36,93.61,99.5,103.53,89.24,96.47,203,32
20230121,37,11.85,14.02,14.09,11.69,12.91,377,55
20230121,38,115.65,110.71,115.74,107.75,112.46,250,57
20230121,39,83.85,86.65,87.62,76.93,83.76,297,77
20230121,40,22.67,23.04,23.45,22.63,22.95,202,36
20230121,41,10485.97,9949.61,10769.81,9831.43,10259.2,53,14
20230121,42,5179.75,5553.05,5611.57,5103.87,5362.06,440,65
20230121,43,3326.35,3446.81,3470.54,3175.61,3354.83,282,64
20230121,44,44.61,44.79,46.81,43.82,45.01,261,42
20230121,45,68.02,74.52,74.62,65.48,70.66,424,56
20230121,46,417.94,467.19,469.88,411.6,441.65,262,38
20230121,47,85.85,99.39,100.09,83.78,92.28,293,62
20230121,48,329.79,317.54,330.94,311.42,322.42,306,65
20230121,49,64.62,63.36,67.66,62.51,64.54,265,45
